@RELATION Starcraft_PvT_Terran

@ATTRIBUTE TerranDepot INTEGER
@ATTRIBUTE TerranGas INTEGER
@ATTRIBUTE TerranSecondGas INTEGER
@ATTRIBUTE TerranExpansion INTEGER
@ATTRIBUTE TerranSecondExpansion INTEGER
@ATTRIBUTE TerranThirdExpansion INTEGER
@ATTRIBUTE TerranFourthExpansion INTEGER
@ATTRIBUTE TerranBarracks INTEGER
@ATTRIBUTE TerranSecondBarracks INTEGER
@ATTRIBUTE TerranThirdBarracks INTEGER
@ATTRIBUTE TerranMarine INTEGER
@ATTRIBUTE TerranMedic INTEGER
@ATTRIBUTE TerranFirebat INTEGER
@ATTRIBUTE TerranBunker INTEGER
@ATTRIBUTE TerranAcademy INTEGER
@ATTRIBUTE TerranStem INTEGER
@ATTRIBUTE TerranComsat INTEGER
@ATTRIBUTE TerranEbay INTEGER
@ATTRIBUTE TerranTurret INTEGER
@ATTRIBUTE TerranInfantryAttack1 INTEGER
@ATTRIBUTE TerranInfantryArmor1 INTEGER
@ATTRIBUTE TerranInfantryAttack2 INTEGER
@ATTRIBUTE TerranInfantryArmor2 INTEGER
@ATTRIBUTE TerranFactory INTEGER
@ATTRIBUTE TerranSecondFactory INTEGER
@ATTRIBUTE TerranThirdFactory INTEGER
@ATTRIBUTE TerranMachineShop INTEGER
@ATTRIBUTE TerranSiege INTEGER
@ATTRIBUTE TerranMines INTEGER
@ATTRIBUTE TerranVulture INTEGER
@ATTRIBUTE TerranTank INTEGER
@ATTRIBUTE TerranGoliath INTEGER
@ATTRIBUTE TerranArmory INTEGER
@ATTRIBUTE TerranSecondArmory INTEGER
@ATTRIBUTE TerranMetalAttack1 INTEGER
@ATTRIBUTE TerranMetalArmor1 INTEGER
@ATTRIBUTE TerranMetalAttack2 INTEGER
@ATTRIBUTE TerranMetalArmor2 INTEGER
@ATTRIBUTE TerranStarport INTEGER
@ATTRIBUTE TerranControlTower INTEGER
@ATTRIBUTE TerranWraith INTEGER
@ATTRIBUTE TerranCloak INTEGER
@ATTRIBUTE TerranDropship INTEGER
@ATTRIBUTE TerranValkyrie INTEGER
@ATTRIBUTE TerranScienceFacility INTEGER
@ATTRIBUTE TerranVessel INTEGER
@ATTRIBUTE TerranGhost INTEGER
@ATTRIBUTE TerranNuke INTEGER
@ATTRIBUTE TerranBattlecruiser INTEGER
@ATTRIBUTE TerranAirAttack INTEGER
@ATTRIBUTE TerranAirArmor INTEGER
@ATTRIBUTE midBuild {Bio,TwoFactory,VultureHarass,SiegeExpand,Standard,FastDropship,Unknown}

@DATA
1455,2140,12855,7910,10465,16285,21190,2685,3985,0,4290,0,0,0,8920,0,10315,13860,23795,0,0,0,0,4015,8250,9455,5365,6665,15305,15400,6005,6690,5340,29370,13030,23590,13845,30670,5390,6555,0,0,7180,0,27030,0,0,0,0,0,0,Bio
1465,2610,29795,20250,20365,25915,34950,2215,14415,23055,3620,28990,0,4390,23675,0,25630,11845,12895,0,0,0,0,4215,9295,9755,9565,13165,11365,5520,10240,20300,18730,30460,35980,0,0,0,23730,24915,26965,26970,26080,0,54795,0,0,0,0,0,0,VultureHarass
1475,2470,10455,8565,14950,15650,19340,2195,8795,18880,20425,21605,26695,25410,13725,22480,15425,6695,8630,20060,20560,29335,29335,3760,12590,13700,5020,6810,0,33035,5695,36905,34125,0,37620,37630,0,0,4995,6125,0,0,6860,0,25760,29400,41535,0,0,0,0,FastDropship
1475,2470,10455,8565,14950,15650,19340,2195,8795,18880,20425,21605,26695,25410,13725,22480,15425,6695,8630,20060,20560,29335,29335,3760,12590,13700,5020,6810,0,33035,5695,36905,34125,0,37620,37630,0,0,4995,6125,0,0,6860,0,25760,29400,41535,0,0,0,0,FastDropship
1525,7150,16180,4560,11960,15115,19290,2365,2810,6595,3605,9145,9175,13745,7375,12450,9015,16565,18235,0,0,0,0,8795,15010,16305,10180,11045,0,18045,11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bio
1402,2534,15144,6590,10124,13214,15960,2128,4568,19398,3790,0,0,0,16824,0,20452,7540,8502,0,0,0,0,3772,7302,9544,5052,5760,14086,15324,5750,25302,23116,0,0,0,0,0,19506,24038,0,0,24780,0,0,0,0,0,0,0,0,SiegeExpand
1435,2505,11580,9115,11685,17700,0,2150,7545,8760,4005,0,0,0,13155,0,14495,9250,10240,0,0,0,0,3820,4735,11910,5095,7915,6645,6295,5715,0,19265,0,22580,22590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1475,2545,13255,10815,13450,14765,18345,2015,0,0,3260,0,0,7480,12635,0,14625,6770,7875,0,0,0,0,4060,4800,13350,5430,11780,6145,6045,6160,0,16635,18545,21940,0,0,0,11320,12555,0,0,13370,0,0,0,0,0,0,0,0,TwoFactory
1605,2535,14630,10985,13675,17375,23100,2265,8505,14545,3565,0,0,0,18365,0,19805,13785,14810,0,0,0,0,3735,8895,13035,5045,7440,12780,10760,5940,0,17530,0,0,0,0,0,5235,6585,0,0,7250,0,0,0,0,0,0,0,0,FastDropship
1495,2570,13635,5965,7885,12610,16915,2145,6275,7220,5100,0,0,0,22640,0,29480,6280,7390,0,0,0,0,3735,7850,11330,4995,6860,10245,9300,5705,0,0,0,0,0,0,0,13265,15370,0,0,20065,0,0,0,0,0,0,0,0,SiegeExpand
1440,2430,15195,10015,10945,13095,14415,2160,8725,13300,0,0,0,0,15290,0,18145,8175,9330,0,0,0,0,3655,10985,13640,4930,6660,13650,12295,5590,0,15965,0,0,0,0,0,5140,6315,0,0,6930,0,0,0,0,0,0,0,0,FastDropship
1465,2610,29795,20250,20365,25915,34950,2215,14415,23055,3620,28990,0,4390,23675,0,25630,11845,12895,0,0,0,0,4215,9295,9755,9565,13165,11365,5520,10240,20300,18730,30460,35980,0,0,0,23730,24915,26965,26970,26080,0,54795,0,0,0,0,0,0,VultureHarass
1504,2536,17678,14808,0,0,0,2156,11636,0,4822,0,0,12862,14114,0,16010,6832,7958,0,0,0,0,3746,9132,15100,5000,8388,13146,15022,5780,10450,8950,0,0,0,0,0,5028,6184,0,0,6796,0,0,0,0,0,0,0,0,FastDropship
1440,2430,15195,10015,10945,13095,14415,2160,8725,13300,0,0,0,0,15290,0,18145,8175,9330,0,0,0,0,3655,10985,13640,4930,6660,13650,12295,5590,0,15965,0,0,0,0,0,5140,6315,0,0,6930,0,0,0,0,0,0,0,0,FastDropship
1440,2392,10208,5638,8500,16710,19336,2476,0,0,0,0,0,0,7004,0,8562,7828,9046,0,0,0,0,3878,9520,10612,5166,6540,13908,14230,5780,15414,11984,13598,21328,0,0,0,7910,9564,0,0,11088,0,0,0,0,0,0,0,0,SiegeExpand
1330,2675,0,11000,15185,18750,0,2090,0,0,0,0,0,0,0,0,0,6200,7490,0,0,0,0,4000,11205,0,5325,8360,0,0,5980,0,0,0,0,0,0,0,5290,6580,0,0,8055,0,0,0,0,0,0,0,0,FastDropship
1405,2570,14785,9440,11770,15165,20385,2150,4605,5815,4085,0,0,18820,11170,0,12630,7295,8510,0,0,0,0,3940,7925,11810,5745,8025,12850,5250,6455,23980,15500,0,17540,40640,21815,0,6020,8385,7220,0,9585,0,19535,0,0,0,0,0,0,VultureHarass
1490,2625,12285,8810,11225,13815,15470,2180,3510,0,4460,0,0,0,12210,0,15605,6680,7660,0,0,0,0,3845,9380,10530,5100,5815,14380,15810,5730,0,0,0,0,0,0,0,5135,6275,0,0,6960,0,0,0,0,0,0,0,0,Bio
1445,2570,10955,8600,16150,20545,26050,2160,9485,34275,3425,0,0,8740,12125,0,13500,7580,9350,0,0,0,0,3765,9990,11015,5085,7275,12650,12850,5920,0,16470,0,19190,0,20250,0,5120,6290,0,0,6975,0,0,0,0,0,0,0,0,FastDropship
1460,3445,14660,12455,15950,21150,0,2205,2785,5805,3470,0,0,15870,17025,0,18780,9015,10300,0,0,0,0,5215,6130,10225,6525,7710,11790,22930,7260,0,0,0,0,0,0,0,6515,7910,0,0,8545,0,22435,23400,0,0,0,0,0,Bio
1475,2470,10455,8565,14950,15650,19340,2195,8795,18880,20425,21605,26695,25410,13725,22480,15425,6695,8630,20060,20560,29335,29335,3760,12590,13700,5020,6810,0,33035,5695,36905,34125,0,37620,37630,0,0,4995,6125,0,0,6860,0,25760,29400,41535,0,0,0,0,FastDropship
1558,2418,10566,8606,13682,16754,18166,2184,3582,7784,4386,0,0,10428,14306,0,16902,9842,10864,0,0,0,0,3712,10210,12410,4972,5624,14614,16652,5668,22924,20552,0,0,0,0,0,5334,6466,23536,23554,7078,0,0,0,0,0,0,0,0,Bio
1355,2630,0,15395,0,0,0,2240,8730,0,0,0,0,0,9395,0,11280,7040,8090,0,0,0,0,3875,4865,11180,5220,6030,7280,6195,5905,17340,14410,0,0,0,0,0,9300,11155,0,0,11805,0,0,0,0,0,0,0,0,TwoFactory
1470,2650,11560,8295,10785,17745,20255,2230,0,0,0,0,0,0,12910,0,14235,8720,9795,0,0,0,0,3855,9400,10190,5130,6785,15035,14515,5785,0,25425,28315,28285,0,34565,0,5145,6250,26375,0,6880,0,32185,0,0,0,36190,39110,51665,FastDropship
1435,2505,11580,9115,11685,17700,0,2150,7545,8760,4005,0,0,0,13155,0,14495,9250,10240,0,0,0,0,3820,4735,11910,5095,7915,6645,6295,5715,0,19265,0,22580,22590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1435,2575,0,0,0,0,0,2030,0,0,3310,0,0,0,0,0,0,0,0,0,0,0,0,4085,4785,0,5345,0,6000,6075,5970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1535,2500,13405,8225,19470,27850,0,2180,7410,0,3440,0,0,8610,10235,0,13230,6120,7510,0,0,0,0,3720,4705,4890,5135,7565,13105,10845,5785,28000,25625,0,0,0,0,0,7905,9785,13765,0,13130,32220,0,0,0,0,0,0,0,TwoFactory
1410,2410,11045,7165,9400,19120,24540,2145,7320,7900,3375,0,0,0,11505,0,13160,9080,10110,0,0,0,0,3720,7610,13185,4990,8925,16180,14990,5625,0,16295,0,21925,0,0,0,8845,16720,10040,0,0,0,0,0,0,0,0,0,0,SiegeExpand
1445,2570,10955,8600,16150,20545,26050,2160,9485,34275,3425,0,0,8740,12125,0,13500,7580,9350,0,0,0,0,3765,9990,11015,5085,7275,12650,12850,5920,0,16470,0,19190,0,20250,0,5120,6290,0,0,6975,0,0,0,0,0,0,0,0,FastDropship
1385,2490,16540,13495,20480,21370,22585,1990,17165,0,3240,0,0,0,17130,0,20055,20435,22850,0,0,0,0,3730,4495,13815,5225,10740,6620,5995,9690,32840,20625,21800,25600,0,0,0,10200,11365,0,0,12505,0,0,0,0,0,0,0,0,TwoFactory
1402,2534,15144,6590,10124,13214,15960,2128,4568,19398,3790,0,0,0,16824,0,20452,7540,8502,0,0,0,0,3772,7302,9544,5052,5760,14086,15324,5750,25302,23116,0,0,0,0,0,19506,24038,0,0,24780,0,0,0,0,0,0,0,0,SiegeExpand
1510,2550,0,8760,0,0,0,2165,0,0,3440,0,0,0,0,0,0,0,0,0,0,0,0,3785,4520,0,5030,0,6435,5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1445,2450,15415,5735,9260,9305,11405,2165,4640,7045,3395,0,0,10840,16410,0,18280,7555,8675,0,0,0,0,3635,11450,12785,4870,7800,14410,14415,5500,0,0,0,0,0,0,0,4900,6295,0,0,7085,0,0,0,0,0,0,0,0,FastDropship
1455,2480,0,14935,18550,23090,0,2405,19975,0,0,0,0,0,21225,0,22530,7250,12225,0,0,0,0,3815,4825,14965,7515,10660,8885,5265,8535,0,21160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1365,3640,9465,2790,5390,16200,24565,3340,4705,5545,4960,13060,0,7680,4855,7400,6220,8750,9780,0,0,0,0,4815,8650,11885,6125,7070,11010,10070,7065,0,16260,0,19000,19030,24860,24885,8230,9310,0,0,10155,0,21230,0,0,0,0,0,0,Bio
1440,2430,15195,10015,10945,13095,14415,2160,8725,13300,0,0,0,0,15290,0,18145,8175,9330,0,0,0,0,3655,10985,13640,4930,6660,13650,12295,5590,0,15965,0,0,0,0,0,5140,6315,0,0,6930,0,0,0,0,0,0,0,0,FastDropship
1425,2760,11170,5785,15725,0,0,2385,0,0,3675,0,0,8745,10510,0,12025,11580,13235,0,0,0,0,4205,7300,9435,5545,7535,9600,9580,6160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SiegeExpand
1385,2490,16540,13495,20480,21370,22585,1990,17165,0,3240,0,0,0,17130,0,20055,20435,22850,0,0,0,0,3730,4495,13815,5225,10740,6620,5995,9690,32840,20625,21800,25600,0,0,0,10200,11365,0,0,12505,0,0,0,0,0,0,0,0,TwoFactory
1430,2530,0,8725,0,0,0,2045,0,0,3325,0,0,0,0,0,0,0,0,0,0,0,0,3880,4795,0,5140,0,6245,6160,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1985,3780,0,0,0,0,0,1510,2600,0,2755,5100,0,0,3845,5210,6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bio
1540,2680,10660,6815,21300,23125,28335,2195,3955,9640,3495,0,0,9130,11260,0,12705,8320,12360,0,0,0,0,3870,7710,8100,5205,7215,11545,11730,5825,0,0,0,0,0,0,0,29245,30865,0,0,31980,0,0,0,0,0,0,0,0,SiegeExpand
1465,2475,13460,10790,13435,13495,19065,2185,3450,9355,4860,0,0,0,14795,0,17580,8285,9450,0,0,0,0,3820,8160,10860,5085,7860,11115,9615,5720,0,21255,0,23370,0,0,0,6145,7435,0,0,8440,0,26560,0,0,0,28480,0,0,Bio
1374,2326,0,0,0,0,0,1980,7310,0,3228,0,0,8118,0,0,0,6348,7410,0,0,0,0,3596,9664,10796,4840,6732,0,10738,5452,0,0,0,0,0,0,0,4858,5974,0,0,6724,0,0,0,0,0,0,0,0,FastDropship
1374,2326,0,0,0,0,0,1980,7310,0,3228,0,0,8118,0,0,0,6348,7410,0,0,0,0,3596,9664,10796,4840,6732,0,10738,5452,0,0,0,0,0,0,0,4858,5974,0,0,6724,0,0,0,0,0,0,0,0,FastDropship
1488,2474,0,0,0,0,0,2164,3442,7484,3786,0,0,0,0,0,0,9154,11192,0,0,0,0,3650,4310,12438,4882,9084,6238,5494,7376,0,0,0,0,0,0,0,7014,8826,11784,0,9450,0,0,0,0,0,0,0,0,Bio
1366,2476,11836,8944,11892,16700,24178,2106,3386,7566,4616,0,0,8598,13148,0,14886,6606,9170,0,0,0,0,3664,9526,10032,4946,7166,12336,10804,5562,0,18212,0,23990,24002,34898,34922,4930,6492,0,0,7148,0,32300,0,0,0,0,0,0,Bio
1434,2518,13724,10044,16382,17506,19480,2150,3424,11648,4588,13196,16176,20228,11794,13608,13134,6978,8004,16418,0,0,0,3772,10420,20386,5030,7182,21826,21796,5696,0,0,0,0,0,0,0,5044,6196,0,0,6814,0,0,0,0,0,0,0,0,Bio
1465,2610,29795,20250,20365,25915,34950,2215,14415,23055,3620,28990,0,4390,23675,0,25630,11845,12895,0,0,0,0,4215,9295,9755,9565,13165,11365,5520,10240,20300,18730,30460,35980,0,0,0,23730,24915,26965,26970,26080,0,54795,0,0,0,0,0,0,VultureHarass
1386,2516,16036,11890,14036,23610,28400,2136,6862,11884,4570,0,0,0,19846,0,21540,8404,9486,0,0,0,0,3710,4432,14424,4970,8342,6464,5594,5634,14952,13652,0,17272,0,17306,0,11620,13954,13018,0,14936,0,29562,33192,0,0,0,0,0,TwoFactory
1475,2450,0,14445,0,0,0,2160,11455,15245,5025,0,0,0,0,0,0,13780,14750,0,0,0,0,3730,4540,16980,5010,9075,6270,6490,5640,11590,7890,0,0,0,0,0,7475,0,8600,0,0,0,0,0,0,0,0,0,0,TwoFactory
1475,2545,13255,10815,13450,14765,18345,2015,0,0,3260,0,0,7480,12635,0,14625,6770,7875,0,0,0,0,4060,4800,13350,5430,11780,6145,6045,6160,0,16635,18545,21940,0,0,0,11320,12555,0,0,13370,0,0,0,0,0,0,0,0,TwoFactory
1465,2610,29795,20250,20365,25915,34950,2215,14415,23055,3620,28990,0,4390,23675,0,25630,11845,12895,0,0,0,0,4215,9295,9755,9565,13165,11365,5520,10240,20300,18730,30460,35980,0,0,0,23730,24915,26965,26970,26080,0,54795,0,0,0,0,0,0,VultureHarass
1465,2610,29795,20250,20365,25915,34950,2215,14415,23055,3620,28990,0,4390,23675,0,25630,11845,12895,0,0,0,0,4215,9295,9755,9565,13165,11365,5520,10240,20300,18730,30460,35980,0,0,0,23730,24915,26965,26970,26080,0,54795,0,0,0,0,0,0,VultureHarass
1450,2470,13435,9650,11680,14390,18045,2140,7940,0,0,0,0,0,14180,0,15615,8185,10445,0,0,0,0,3705,9970,14220,4990,6865,13380,11555,5630,0,14535,0,18420,0,0,0,5015,6130,0,0,6880,0,0,0,0,0,0,0,0,FastDropship
1488,2474,0,0,0,0,0,2164,3442,7484,3786,0,0,0,0,0,0,9154,11192,0,0,0,0,3650,4310,12438,4882,9084,6238,5494,7376,0,0,0,0,0,0,0,7014,8826,11784,0,9450,0,0,0,0,0,0,0,0,Bio
1528,2420,11106,7496,10274,15676,19468,2210,4234,13926,0,0,0,0,12642,0,21768,9168,10684,0,0,0,0,3812,8964,9926,5216,6004,11858,11892,5968,0,14500,0,17864,0,20130,0,5194,6302,0,0,6920,0,24382,0,0,0,0,0,0,FastDropship
1450,2470,13435,9650,11680,14390,18045,2140,7940,0,0,0,0,0,14180,0,15615,8185,10445,0,0,0,0,3705,9970,14220,4990,6865,13380,11555,5630,0,14535,0,18420,0,0,0,5015,6130,0,0,6880,0,0,0,0,0,0,0,0,FastDropship
1660,2885,13755,9200,12530,17845,21360,2160,3545,21465,5905,0,0,0,11385,0,13075,6660,7720,0,0,0,0,4185,10880,11310,5520,6755,17105,17070,6150,32490,16225,0,18005,0,27245,0,5475,6635,9700,0,7300,0,20685,24460,0,0,0,0,0,Bio
1235,2455,11875,8465,10655,0,0,2195,3530,3780,3630,0,0,11340,0,0,0,14445,15485,0,0,0,0,4085,9395,10035,5520,6605,14610,14625,6590,0,12825,0,14150,0,0,0,5900,7060,0,0,7690,0,0,0,0,0,0,0,0,Bio
1426,2402,0,14274,0,0,0,2130,7272,0,0,0,0,0,11382,0,0,7286,8814,0,0,0,0,3598,7642,8108,4902,6662,10930,8618,5514,0,0,0,0,0,0,0,4862,6032,0,0,6644,0,0,0,0,0,0,0,0,FastDropship
1445,2470,10290,6615,8935,16885,22550,2085,35290,0,5140,0,0,0,10620,0,11890,7770,9015,0,0,0,0,3655,9765,10175,4925,7605,12445,12530,5540,22690,16985,0,18410,18420,24185,24195,7870,9200,25140,25540,19890,0,17950,32600,0,0,0,29595,34665,SiegeExpand
1415,2590,14920,11180,15525,15955,23025,2240,4845,17240,0,0,0,0,17350,0,19540,8475,9555,0,0,0,0,3800,4760,5375,5060,5790,7170,7295,5690,33240,20315,26640,23365,29310,29290,35725,20400,23390,0,0,25135,0,26675,29330,45555,49555,0,0,0,TwoFactory
1290,2670,14680,7185,9570,10030,10880,2260,0,0,3570,0,0,8230,14735,0,16245,7890,8990,0,0,0,0,4115,12080,14510,5405,8675,12515,12480,6075,24520,23240,25190,24560,27035,30285,0,23150,25080,0,0,26180,0,25170,0,0,0,0,0,0,SiegeExpand
1430,2645,0,0,0,0,0,2125,3565,4965,3790,0,0,4325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bio
1455,2490,11755,7920,14530,16215,23210,2205,16695,0,3460,0,0,4690,12690,0,14310,5325,6670,0,0,0,0,3750,8875,9295,5200,5885,10915,10950,5875,18750,14365,22265,16095,0,0,0,16480,18595,20145,20160,24555,0,18635,0,0,0,0,22230,24490,SiegeExpand
1550,2610,14030,8570,10895,13980,32300,2230,3530,7895,4245,0,0,8230,13425,0,14760,7695,9165,0,0,0,0,3840,10460,10640,5110,6590,15410,14475,5730,26075,20820,29650,22425,26440,32995,33015,5135,6280,0,0,6900,0,30760,0,0,0,0,0,0,Bio
1500,1935,2695,9420,11630,22410,0,2295,8600,9775,4690,0,0,0,15570,0,16935,8460,9540,0,0,0,0,4140,5195,11210,5410,10600,7090,7070,6035,0,18565,0,20245,24650,0,0,23310,24625,0,0,26010,0,0,0,0,0,0,0,0,TwoFactory
1515,2435,0,6340,8990,0,0,2270,2695,4200,4285,0,0,8530,0,0,0,7330,8270,0,0,0,0,4160,11665,0,5435,6795,0,0,6105,0,0,0,0,0,0,0,14140,0,0,0,0,0,0,0,0,0,0,0,0,Bio
1425,2535,12005,8475,10560,10845,17850,2140,3635,0,4065,0,0,0,14065,0,16200,6200,7220,0,0,0,0,3805,9705,13680,5115,6585,11130,11060,5845,0,0,0,0,0,0,0,5095,6235,0,0,6855,0,0,0,0,0,0,0,0,Bio
1450,2590,13930,10640,13260,15590,15990,2175,0,0,3455,0,0,0,9075,0,10580,6050,7185,0,0,0,0,4105,4720,16090,5655,7580,15720,14805,6280,0,13285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoFactory
1450,2685,34525,16335,16935,19335,28495,2185,0,0,3455,0,0,6375,0,0,0,11300,17315,0,0,0,0,4085,4925,12255,7360,9550,8305,5340,8440,0,0,0,0,0,0,0,16360,18205,0,0,20265,0,0,0,0,0,0,0,0,TwoFactory
1420,2335,15895,11025,13235,13380,13580,2445,3805,12095,4115,0,0,0,6010,0,7805,8165,14700,0,0,0,0,3720,5790,9540,6350,11910,7265,5295,11900,0,0,0,0,0,0,0,5025,6300,6170,6950,11045,0,0,0,0,0,0,0,0,FastDropship
1590,2545,16935,10910,13290,19005,19730,2325,5785,8875,0,0,0,0,20660,0,27065,8275,9375,0,0,0,0,3860,4625,12120,5185,10130,6705,5920,5845,0,0,0,0,0,0,0,18945,21440,0,0,26910,0,0,0,0,0,0,0,0,TwoFactory
1460,2430,0,17325,0,0,0,2310,4030,5740,4355,0,0,9910,16185,0,18300,7460,10080,0,0,0,0,3985,5775,0,5320,6240,9065,12780,6075,0,0,0,0,0,0,0,17260,0,0,0,0,0,0,0,0,0,0,0,0,Standard
