@RELATION Starcraft_PvP_Protoss

@ATTRIBUTE ProtossPylon INTEGER 
@ATTRIBUTE ProtossSecondPylon INTEGER 
@ATTRIBUTE ProtossFirstGas INTEGER 
@ATTRIBUTE ProtossSecondGas INTEGER 
@ATTRIBUTE ProtossFirstExpansion INTEGER 
@ATTRIBUTE ProtossSecondExpansion INTEGER 
@ATTRIBUTE ProtossThirdExpansion INTEGER 
@ATTRIBUTE ProtossFourthExpansion INTEGER 
@ATTRIBUTE ProtossGateway INTEGER 
@ATTRIBUTE ProtossSecondGatway INTEGER 
@ATTRIBUTE ProtossThirdGatway INTEGER 
@ATTRIBUTE ProtossFourthGatway INTEGER 
@ATTRIBUTE ProtossCore INTEGER 
@ATTRIBUTE ProtossZealot INTEGER 
@ATTRIBUTE ProtossGoon INTEGER 
@ATTRIBUTE ProtossRange INTEGER 
@ATTRIBUTE ProtossForge INTEGER 
@ATTRIBUTE ProtossCannon INTEGER 
@ATTRIBUTE ProtossGroundWeapons1 INTEGER 
@ATTRIBUTE ProtossGroundArmor1 INTEGER 
@ATTRIBUTE ProtossShields1 INTEGER 
@ATTRIBUTE ProtossGroundWeapons2 INTEGER 
@ATTRIBUTE ProtossGroundArmor2 INTEGER 
@ATTRIBUTE ProtossShields2 INTEGER 
@ATTRIBUTE ProtossCitadel INTEGER 
@ATTRIBUTE ProtossLegs INTEGER 
@ATTRIBUTE ProtossArchives INTEGER 
@ATTRIBUTE ProtossTemplar INTEGER 
@ATTRIBUTE ProtossArchon INTEGER 
@ATTRIBUTE ProtossStorm INTEGER 
@ATTRIBUTE ProtossDarkTemplar INTEGER 
@ATTRIBUTE ProtossDarkArchon INTEGER 
@ATTRIBUTE ProtossMaelstorm INTEGER 
@ATTRIBUTE ProtossRoboBay INTEGER 
@ATTRIBUTE ProtossShuttle INTEGER 
@ATTRIBUTE ProtossShuttleSpeed INTEGER 
@ATTRIBUTE ProtossRoboSupport INTEGER 
@ATTRIBUTE ProtossReavor INTEGER 
@ATTRIBUTE ProtossReavorDamage INTEGER 
@ATTRIBUTE ProtossReavorCapacity INTEGER 
@ATTRIBUTE ProtossObservory INTEGER 
@ATTRIBUTE ProtossObs INTEGER 
@ATTRIBUTE ProtossStargate INTEGER 
@ATTRIBUTE ProtossCorsair INTEGER 
@ATTRIBUTE ProtossDisruptionWeb INTEGER 
@ATTRIBUTE ProtossFleetBeason INTEGER 
@ATTRIBUTE ProtossCarrier INTEGER 
@ATTRIBUTE ProtossCarrierCapacity INTEGER 
@ATTRIBUTE ProtossTribunal INTEGER 
@ATTRIBUTE ProtossArbitor INTEGER 
@ATTRIBUTE ProtossStatis INTEGER 
@ATTRIBUTE ProtossRecall INTEGER 
@ATTRIBUTE ProtossAirWeapons1 INTEGER 
@ATTRIBUTE ProtossAirArmor1 INTEGER 
@ATTRIBUTE ProtossAirWeapons2 INTEGER 
@ATTRIBUTE ProtossAirArmor2 INTEGER 
@ATTRIBUTE midBuild {FastLegs,FastDT,FastObs,ReaverDrop,Carrier,FastExpand,Unknown}

@DATA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1920,3504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
2832,16872,0,0,12432,0,0,0,2784,2832,0,0,0,4488,12048,0,0,17424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
2568,8400,0,0,11280,0,0,0,2544,10200,10656,11352,0,5472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
0,0,0,0,0,0,0,0,0,0,0,0,0,8520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
2976,4800,3024,6288,6168,0,0,0,3000,0,0,0,6888,6144,6216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
3048,6432,0,0,0,0,0,0,2112,2712,3744,8256,0,4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
24792,24816,31008,0,24864,0,0,0,24816,24816,24840,24864,24840,24864,30984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
4584,4632,4560,0,11112,0,0,0,4608,0,0,0,4632,4488,5208,0,0,0,0,0,0,0,0,0,4920,0,0,16464,16608,0,8688,0,0,0,16464,0,0,0,0,0,0,16992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
3240,3264,5136,12144,0,0,0,0,3168,3288,16872,16968,5424,3792,7776,0,16560,9216,0,0,0,0,0,0,9312,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,16944,11256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
2136,3984,2472,10728,8112,0,0,0,2160,10752,10752,13560,3984,3912,7896,0,0,10704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10872,0,0,0,0,0,0,0,13536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
2472,3288,10800,0,10560,0,0,0,2472,2616,0,0,0,5496,7824,0,0,10392,0,0,0,0,0,0,0,0,0,23088,15288,0,17592,0,0,0,0,0,0,0,0,0,0,11112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
3384,3768,3312,0,25752,0,0,0,3312,0,0,0,0,4512,8640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
4872,4896,4920,15720,15696,20112,0,0,4872,4920,8544,8568,4896,8304,4872,0,8616,16464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8568,0,0,8544,10920,0,0,8568,8664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1968,8376,0,0,0,0,0,0,8424,8472,0,0,0,6432,13992,0,8448,8472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
2016,4080,2472,9912,9888,0,0,0,1968,5352,6072,0,3504,3576,5448,0,0,0,0,0,0,0,0,0,12840,0,0,0,0,0,0,0,0,12768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
6312,6336,6408,0,16704,0,0,0,6336,6336,6384,16608,0,6288,6288,0,0,0,0,0,0,0,0,0,16584,0,0,15792,15864,0,0,0,0,0,15528,0,0,0,0,0,0,14208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1944,3912,2328,12576,11952,0,0,0,2088,5232,5592,13656,3480,3672,9144,0,0,0,0,0,0,0,0,0,13008,0,13104,0,0,0,0,0,0,12960,13272,0,0,0,0,0,13080,13848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
2040,3648,12768,16416,12600,27912,0,0,2064,12072,12120,12456,3360,3600,12408,0,0,0,0,0,0,0,0,0,12408,0,12456,16368,18912,0,12144,0,0,22200,16248,0,0,0,0,0,0,17328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
3144,3600,0,0,31344,0,0,0,3096,3168,0,0,0,3696,15096,0,0,31344,0,0,0,0,0,0,0,0,0,17808,16224,0,12840,0,0,0,0,0,0,27312,0,0,0,16560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
2184,10560,10704,0,10752,0,0,0,10704,10800,10992,0,10488,7728,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
3120,6624,3144,0,0,0,0,0,3144,6720,0,0,4008,3672,6336,0,0,0,0,0,0,0,0,0,6672,0,6408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
3096,3840,3096,14112,14040,0,0,0,3072,4872,5304,13992,3240,3504,9168,0,0,0,0,0,0,0,0,0,10320,0,13464,0,0,0,0,0,0,13560,0,0,0,0,0,0,15336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
2088,8736,2544,18144,13176,26880,27024,30384,2112,4704,18336,18432,3456,4128,8448,0,18312,11712,0,0,0,0,0,0,19248,0,18768,17592,18120,0,0,0,0,9192,0,0,0,0,0,0,18360,12456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
3600,3648,5280,10584,16344,0,0,0,3576,3624,16224,16584,4800,3720,10392,0,16896,16392,0,0,0,0,0,0,0,0,16536,0,0,0,0,0,0,17160,0,0,0,0,0,0,16584,13752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1848,0,0,0,14088,14736,19920,0,14184,0,0,0,0,6336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
2976,3000,0,0,0,0,0,0,2952,3024,0,0,4824,3840,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
3000,3048,13488,0,10392,0,0,0,2952,2976,0,0,0,10344,10344,0,15456,10368,0,0,0,0,0,0,0,0,12840,21144,0,0,15456,0,0,0,0,0,0,0,0,0,10872,12864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
6696,6696,15888,16680,15864,16200,0,0,6648,6672,15984,16536,6648,6624,12552,0,6672,15888,0,0,0,0,0,0,16656,0,16632,0,0,0,14952,0,0,0,0,0,0,0,0,0,16584,12864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
3864,3864,3888,22800,22680,0,0,0,3840,22944,22992,23064,3864,8568,8376,0,23520,22632,0,0,0,0,0,0,23016,0,23016,30360,0,0,0,0,0,23088,0,0,0,14880,0,0,23064,9048,22800,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1032,5424,7080,0,0,0,0,0,7272,8712,0,0,8712,4560,7656,0,0,0,0,0,0,0,0,0,8712,0,7776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
2136,3552,2184,8832,8664,0,0,0,2136,13584,13632,13632,3048,3528,5328,0,0,0,0,0,0,0,0,0,4608,0,13584,12552,0,0,8064,0,0,14568,12336,0,0,0,0,0,13488,13080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
3696,0,3696,0,0,0,0,0,3720,0,0,0,0,7176,8520,0,0,9888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
7056,7128,7248,15864,7248,0,0,0,7200,7200,17832,20280,7272,7152,8520,0,9120,8352,0,0,0,0,0,0,20064,0,18336,18048,16632,0,0,0,0,8496,16728,0,20256,16752,0,0,20112,11976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
2184,20328,2208,13032,12816,0,0,0,2184,20304,20304,20376,3096,3576,7344,0,0,0,0,0,0,0,0,0,20664,0,20664,15528,16392,0,8112,0,0,20640,15384,0,0,0,0,0,20328,16536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
8424,8496,0,0,0,0,0,0,8400,8400,8448,0,0,6096,14400,0,8544,8448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
2016,3696,2232,8472,8448,0,0,0,2016,5544,12744,0,3216,3576,5040,0,0,0,0,0,0,0,0,0,4752,0,12648,12696,0,0,8112,0,0,9024,12384,0,0,0,0,0,12576,12888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
8592,0,3528,10368,8520,0,0,0,9744,0,0,0,0,7632,7680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
7920,7968,7968,0,15768,0,0,0,7896,19104,0,0,7992,7944,7896,0,9792,9720,0,0,0,0,0,0,18288,0,0,0,0,0,0,0,0,7992,15600,0,8088,8856,0,0,10224,14856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
8544,8568,8568,17424,17400,0,0,0,8592,8664,8664,0,8568,7968,7992,0,17640,0,0,0,0,0,0,0,8664,0,8664,0,0,0,8088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
3264,3360,0,0,0,0,0,0,3288,3360,6768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
0,0,0,0,0,0,0,0,0,0,0,0,0,10560,10560,0,0,0,0,0,0,0,0,0,0,0,0,16440,0,0,16152,0,0,0,0,0,0,0,0,0,0,15792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
3672,3696,3720,0,0,0,0,0,3696,0,0,0,3768,3672,7344,0,9408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7680,0,0,8400,9168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
2016,6048,12312,0,0,0,0,0,2232,0,0,0,12144,3792,12096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12192,0,0,12168,13368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
0,0,0,0,0,0,0,0,0,0,0,0,0,7968,7728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
3168,4848,7800,0,0,0,0,0,3168,3360,0,0,7632,5976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
0,0,0,0,0,0,0,0,0,0,0,0,0,17352,17376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
3624,14160,3744,11712,9624,24408,0,0,14904,14928,21312,21912,22392,3984,10608,0,14184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14952,0,0,0,0,0,0,14184,12696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
3624,4056,6864,17496,17280,0,0,0,3648,4344,17328,19296,6528,3864,15168,0,7152,7944,0,0,0,0,0,0,17520,0,17448,16848,0,0,13032,0,0,17496,0,0,17328,0,0,0,17184,17376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
3288,3312,4392,17088,15648,17952,0,0,3312,3312,16224,16296,16440,3552,10344,0,16488,16464,0,0,0,0,0,0,16872,0,16224,0,0,0,0,0,0,16608,0,0,0,0,0,0,17064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
3408,0,3480,0,0,0,0,0,3456,0,0,0,3456,0,9648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
2640,0,2688,10896,8160,0,0,0,2640,0,0,0,3048,10872,8136,0,0,0,0,0,0,0,0,0,0,0,0,11976,0,0,7872,0,0,0,11088,0,0,0,0,0,0,11352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
2136,3408,4512,12552,11736,0,0,0,2136,2904,0,0,4464,3960,7440,0,7272,0,0,0,0,0,0,0,6072,0,14040,13008,0,0,12888,0,0,15768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
3408,11976,2664,13464,11880,19248,19680,0,2712,17400,17400,18312,3408,3696,8544,0,11976,11976,0,0,0,0,0,0,17520,0,0,0,0,0,0,0,0,18384,0,0,0,0,0,0,11976,11760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
2640,3360,2664,17544,17424,0,0,0,2592,17904,18072,0,4152,4032,9528,0,10800,10896,0,0,0,0,0,0,17544,0,17616,0,0,0,0,0,0,10848,10896,0,12192,9624,0,0,11232,15192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
2640,2664,2664,0,0,0,0,0,2640,0,0,0,3720,3432,8904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
2544,13968,2544,21048,15168,23280,0,0,2568,14016,14928,15480,14904,0,11496,0,14376,14112,0,0,0,0,0,0,14952,0,14880,0,0,0,9336,0,0,14040,0,0,0,0,0,0,18912,22296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
2064,8208,18480,0,18432,24048,31728,0,2088,8832,11280,18240,0,7440,25008,0,8712,8784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
2400,2592,8136,0,0,0,0,0,8112,0,0,0,0,0,0,0,2376,5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
3144,3216,0,0,15648,0,0,0,3168,3240,17688,17736,0,7896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
3288,8736,3312,0,0,0,0,0,3288,7080,9240,0,3336,0,0,0,0,0,0,0,0,0,0,0,7032,0,7056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
3192,3432,8208,0,8448,0,0,0,3384,8232,13032,0,8880,4056,7968,0,7968,0,0,0,0,0,0,0,7776,0,0,0,0,0,0,0,0,9576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1920,4248,2904,3072,0,0,0,0,2208,6288,0,0,4008,5520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
3936,4248,4440,8232,4248,0,0,0,4344,19224,19272,0,19200,9936,18648,0,7560,7512,0,0,0,0,0,0,19248,0,19200,0,0,0,0,0,0,19152,19296,0,19656,18744,0,0,19296,13656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
4896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
2232,9240,9336,0,5712,0,0,0,9168,9216,9240,0,0,5880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1968,4056,2304,10248,10056,0,0,0,1920,10968,12216,0,3408,3504,10152,0,0,0,0,0,0,0,0,0,10920,0,0,0,0,0,0,0,0,12600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
15744,15888,15864,15960,16080,0,0,0,16032,16032,16056,0,0,12696,15744,0,0,15984,0,0,0,0,0,0,15984,0,15912,15696,0,0,0,0,0,0,0,0,0,0,0,0,0,12528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
2928,11088,0,0,0,0,0,0,2880,2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
0,0,0,0,0,0,0,0,0,0,0,0,0,8328,8352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1824,3144,3360,0,9912,10680,0,0,1848,0,0,0,3696,3576,6984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
2520,3984,2568,0,0,0,0,0,2496,0,0,0,4128,3576,18408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8832,0,0,0,18072,0,0,0,0,0,0,18720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
