@RELATION Starcraft_PvP_Protoss

@ATTRIBUTE ProtossPylon INTEGER 
@ATTRIBUTE ProtossSecondPylon INTEGER 
@ATTRIBUTE ProtossFirstGas INTEGER 
@ATTRIBUTE ProtossSecondGas INTEGER 
@ATTRIBUTE ProtossFirstExpansion INTEGER 
@ATTRIBUTE ProtossSecondExpansion INTEGER 
@ATTRIBUTE ProtossThirdExpansion INTEGER 
@ATTRIBUTE ProtossFourthExpansion INTEGER 
@ATTRIBUTE ProtossGateway INTEGER 
@ATTRIBUTE ProtossSecondGatway INTEGER 
@ATTRIBUTE ProtossThirdGatway INTEGER 
@ATTRIBUTE ProtossFourthGatway INTEGER 
@ATTRIBUTE ProtossCore INTEGER 
@ATTRIBUTE ProtossZealot INTEGER 
@ATTRIBUTE ProtossGoon INTEGER 
@ATTRIBUTE ProtossRange INTEGER 
@ATTRIBUTE ProtossForge INTEGER 
@ATTRIBUTE ProtossCannon INTEGER 
@ATTRIBUTE ProtossGroundWeapons1 INTEGER 
@ATTRIBUTE ProtossGroundArmor1 INTEGER 
@ATTRIBUTE ProtossShields1 INTEGER 
@ATTRIBUTE ProtossGroundWeapons2 INTEGER 
@ATTRIBUTE ProtossGroundArmor2 INTEGER 
@ATTRIBUTE ProtossShields2 INTEGER 
@ATTRIBUTE ProtossCitadel INTEGER 
@ATTRIBUTE ProtossLegs INTEGER 
@ATTRIBUTE ProtossArchives INTEGER 
@ATTRIBUTE ProtossTemplar INTEGER 
@ATTRIBUTE ProtossArchon INTEGER 
@ATTRIBUTE ProtossStorm INTEGER 
@ATTRIBUTE ProtossDarkTemplar INTEGER 
@ATTRIBUTE ProtossDarkArchon INTEGER 
@ATTRIBUTE ProtossMaelstorm INTEGER 
@ATTRIBUTE ProtossRoboBay INTEGER 
@ATTRIBUTE ProtossShuttle INTEGER 
@ATTRIBUTE ProtossShuttleSpeed INTEGER 
@ATTRIBUTE ProtossRoboSupport INTEGER 
@ATTRIBUTE ProtossReavor INTEGER 
@ATTRIBUTE ProtossReavorDamage INTEGER 
@ATTRIBUTE ProtossReavorCapacity INTEGER 
@ATTRIBUTE ProtossObservory INTEGER 
@ATTRIBUTE ProtossObs INTEGER 
@ATTRIBUTE ProtossStargate INTEGER 
@ATTRIBUTE ProtossCorsair INTEGER 
@ATTRIBUTE ProtossDisruptionWeb INTEGER 
@ATTRIBUTE ProtossFleetBeason INTEGER 
@ATTRIBUTE ProtossCarrier INTEGER 
@ATTRIBUTE ProtossCarrierCapacity INTEGER 
@ATTRIBUTE ProtossTribunal INTEGER 
@ATTRIBUTE ProtossArbitor INTEGER 
@ATTRIBUTE ProtossStatis INTEGER 
@ATTRIBUTE ProtossRecall INTEGER 
@ATTRIBUTE ProtossAirWeapons1 INTEGER 
@ATTRIBUTE ProtossAirArmor1 INTEGER 
@ATTRIBUTE ProtossAirWeapons2 INTEGER 
@ATTRIBUTE ProtossAirArmor2 INTEGER 
@ATTRIBUTE midBuild {FastLegs,FastDT,FastObs,ReaverDrop,Carrier,FastExpand,Unknown}

@DATA
1176,2352,2880,0,0,0,0,0,1872,6024,6696,12480,3528,2904,4656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5928,7320,0,8088,8832,0,0,7440,8232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1152,2352,4368,12456,8640,11832,18336,18408,1848,3216,9696,15576,4920,2880,6528,0,11136,13104,0,0,0,0,0,0,13416,0,15600,16656,20808,0,16776,0,0,6240,7560,0,8520,9912,0,0,7704,8448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1224,4320,2256,0,9960,0,0,0,1848,7512,7800,0,3408,2952,0,0,0,0,0,0,0,0,0,0,4776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1272,3576,2256,0,8520,0,0,0,1968,6744,7560,0,3072,8496,4128,0,9264,10152,0,0,0,0,0,0,5016,0,6000,0,0,0,7008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1176,0,4344,0,0,0,0,0,1872,2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1176,2352,3024,5016,0,0,0,0,1872,13944,13992,0,4488,2856,5472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5928,7224,0,7440,8136,0,0,15960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1296,3312,2424,19008,16272,17424,22608,22680,2688,2856,5520,16536,4608,3840,6000,0,18168,19248,0,0,0,0,0,0,21240,0,23784,26568,27528,0,27432,0,0,8712,11184,0,11256,12264,0,0,12504,14376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1152,2664,2352,0,12024,13296,0,0,1824,5232,0,0,3816,2856,5016,0,0,0,0,0,0,0,0,0,7632,0,8616,13440,0,0,9696,0,0,8400,9696,0,0,0,0,0,9984,10584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1224,3096,2280,9432,8880,18984,0,0,1872,7368,11904,12000,4176,2856,5184,0,13416,14856,0,0,0,0,0,0,12528,0,13608,15144,20088,0,0,0,0,6792,9912,0,10560,11856,0,0,8160,8712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1176,3024,2304,0,13344,23688,0,0,1752,6264,14784,15264,4296,2760,5280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5640,9000,0,7008,7968,0,0,8832,10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1176,3096,2472,14760,11424,13920,23040,0,1920,4416,14952,15000,3912,2904,4944,0,17616,21624,0,0,0,0,0,0,10320,0,12360,15864,24408,0,13632,0,0,7008,8304,0,8352,9216,0,0,9984,11592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1320,3432,2976,13680,10992,0,0,0,1968,2544,10392,15336,5016,3240,6024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7272,9048,0,9216,10128,0,0,9816,10368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1248,3048,2448,0,12840,22392,0,0,1920,6120,10224,13896,3840,2928,4872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5808,10488,0,7632,8400,0,0,7152,7704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1320,2184,2544,10008,7872,16536,20856,22488,1848,5208,13344,13416,3432,2856,14928,0,5832,6672,0,0,0,0,0,0,4512,0,5760,9432,22224,0,6864,0,0,11472,13272,0,0,0,0,0,13560,14256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1272,3144,7272,7728,5688,16152,22992,0,1920,2424,8784,8832,7824,2952,8952,0,5904,6624,0,0,0,0,0,0,14184,0,17568,21288,22704,0,0,0,0,9504,22080,0,14472,22992,0,0,11304,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1176,2952,6288,6408,4104,0,0,0,2208,2592,8352,8928,5976,4368,7704,0,5280,10248,0,0,0,0,0,0,12264,0,0,0,0,0,0,0,0,9864,0,0,11760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1224,3000,4368,4776,10776,16848,23160,29520,1944,2496,7752,12096,5184,3168,6168,0,16320,17880,0,0,0,0,0,0,15720,0,18432,19512,20808,0,0,0,0,9240,0,0,0,0,0,0,10560,11160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1248,3672,3552,20976,17280,35520,36648,44832,2112,3264,8160,27984,4848,3096,5904,0,9936,15024,0,0,0,0,0,0,11808,0,16896,21624,42576,0,18072,34872,0,8424,13632,0,28800,0,0,0,9744,11256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1344,3216,2376,0,0,0,0,0,1920,5856,5928,0,3696,2928,5280,0,8640,9384,0,0,0,0,0,0,7392,0,8544,0,0,0,9528,0,0,4752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1224,2880,7584,9408,5712,20592,0,0,1968,2448,9288,9384,8040,3120,9648,0,6432,7200,0,0,0,0,0,0,9336,0,10728,17256,0,0,11832,0,0,11328,13128,0,0,0,0,0,12816,14304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1176,2952,6288,6408,4104,0,0,0,2208,2592,8352,8928,5976,4368,7704,0,5280,10248,0,0,0,0,0,0,12264,0,0,0,0,0,0,0,0,9864,0,0,11760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1200,3288,5136,15768,13080,21984,0,0,1968,2640,7824,16488,6096,2976,7272,0,10464,14136,0,0,0,0,0,0,8112,0,9264,21840,22824,0,10272,0,0,14568,24600,0,0,0,0,0,16176,16896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1248,2448,3192,17112,9600,0,0,0,1920,4224,10032,14784,3960,2976,5304,0,0,0,0,0,0,0,0,0,18048,0,0,0,0,0,0,0,0,6288,7584,0,8688,9240,0,0,7608,8496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1200,2448,3072,13824,11856,20544,0,0,1944,3624,10296,12960,4584,2928,5904,0,15816,16752,0,0,0,0,0,0,12912,0,20712,22080,23712,0,0,0,0,8736,0,0,0,0,0,0,10152,10752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1248,3480,2496,12288,9552,13056,17256,26016,1968,6936,10800,11664,3048,3240,4632,0,13632,15888,0,0,0,0,0,0,11376,0,12480,14568,21168,0,0,0,0,5976,10296,0,8664,0,0,0,7296,7992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1200,3816,2184,0,0,0,0,0,1920,4536,0,0,3072,0,4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1224,2400,2616,17568,14856,21096,0,0,1896,5184,9720,18456,3936,2904,6576,0,15504,16224,0,0,0,0,0,0,12384,0,13584,17088,21888,0,14592,0,0,9072,12336,0,12264,13872,0,0,10416,10968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1248,3240,4368,9624,4176,11976,18912,0,1944,2568,7920,8016,5280,3000,6456,0,10128,11256,0,0,0,0,0,0,15024,0,17424,20832,0,0,0,0,0,8352,0,0,0,0,0,0,9696,11832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1104,2280,2736,19536,14328,25464,0,0,1704,4464,8232,20904,3696,2832,5712,0,17112,18648,0,0,0,0,0,0,21792,0,27840,0,0,0,0,0,0,7128,8640,0,10776,11376,0,0,8568,10656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1320,3216,2448,12456,9000,0,0,0,2016,3504,12096,0,4512,3000,5952,0,8088,9840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11544,0,0,13344,0,0,0,12888,13896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1200,3072,6576,8352,4584,17880,0,0,1920,2496,10344,11256,7896,2928,9144,0,5016,5832,0,0,0,0,0,0,11256,0,13176,15096,18672,0,16104,0,0,9576,14952,0,0,0,0,0,11136,11664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1392,3600,2352,0,8064,0,0,0,1992,5592,9648,0,3144,3696,4248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6384,9816,0,8424,10872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1128,3504,4560,12720,10224,17112,32016,0,1920,2520,5784,8616,4200,3000,8184,0,6480,7344,0,0,0,0,0,0,6000,0,6984,17928,31032,0,8016,0,0,12408,14088,0,15144,16416,0,0,13728,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1248,2520,3936,0,17184,0,0,0,1968,2736,18648,0,6888,2952,8184,0,20856,0,0,0,0,0,0,0,19920,0,21576,0,0,0,0,0,0,8544,14064,0,10272,10992,0,0,11232,12096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1464,4224,2160,0,8064,0,0,0,2088,6960,9672,17280,3432,3480,5496,0,0,0,0,0,0,0,0,0,17376,0,0,0,0,0,0,0,0,4800,7056,0,6192,7968,0,0,8616,17304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1344,3504,2328,0,0,0,0,0,2016,3408,11400,11448,4272,3672,5304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6120,0,0,0,0,0,0,7512,8064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1200,3144,4896,9768,4776,16296,0,0,1944,2592,6744,10920,5112,2928,6192,0,8496,9312,0,0,0,0,0,0,10728,0,12120,14040,0,0,15960,0,0,9504,0,0,0,0,0,0,10944,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1368,3624,2448,0,15072,22224,25608,30384,2088,5040,0,0,3096,3192,4200,0,13872,15528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,10416,0,10752,11736,0,0,18552,19128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1224,3192,2400,14088,10896,13320,23544,26664,2016,6960,11568,11616,3936,3072,5088,0,0,0,0,0,0,0,0,0,5232,0,6528,27168,28200,0,7632,0,0,5640,7224,0,0,0,0,0,8856,9432,24960,0,0,0,0,0,28656,28656,0,0,0,0,0,0,FastDT
1272,3072,7680,8904,5496,15696,22872,0,1920,2568,8400,10584,7536,2928,9696,0,5016,6432,0,0,0,0,0,0,11664,0,12792,16488,19632,0,13872,0,0,10488,19872,0,0,0,0,0,11904,13128,22872,0,0,0,0,0,24000,24000,0,0,0,0,0,0,FastExpand
1296,2424,3192,5568,10512,19752,27072,31920,1944,4176,11928,13968,6432,2976,7800,0,14328,17040,0,0,0,0,0,0,11544,0,13152,14616,22584,0,0,0,0,8976,11448,0,0,0,0,0,10752,11520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1248,3240,4992,12504,11088,14928,24000,27912,1896,2520,9864,13416,6408,2928,17760,0,7296,8256,0,0,0,0,0,0,7824,0,8856,12240,14496,0,9840,0,0,15144,0,0,25560,28248,0,0,20304,20856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1224,4512,2304,0,0,0,0,0,1800,3456,5712,0,2856,2952,5016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1272,3672,2424,0,10032,19248,0,0,2088,4776,15528,19488,3168,3432,4200,0,11664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6192,7704,0,8064,9168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1320,3672,2520,0,0,0,0,0,1968,5544,8496,0,3264,2976,6936,0,0,0,0,0,0,0,0,0,4728,0,6600,8688,0,0,7752,0,0,9576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1296,3504,3672,9000,5784,19824,0,0,1920,2592,7080,10944,4728,3048,8712,0,6864,7656,0,0,0,0,0,0,11640,0,15912,18312,19176,0,0,0,0,8208,15288,0,10824,14088,0,0,10128,10968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1224,2976,2496,11112,8616,14328,0,0,1920,3768,9408,12192,4824,2880,6120,0,14688,0,0,0,0,0,0,0,11520,0,13992,0,0,0,15552,0,0,7320,12888,0,9600,10464,0,0,8712,9240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1536,4848,2904,0,11568,0,0,0,2472,6264,12336,12984,3480,3936,5688,0,13680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7344,8688,0,9024,9816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1272,4296,2760,0,13416,20952,0,0,2064,4584,12984,17376,3480,3048,4872,0,21240,23040,0,0,0,0,0,0,19800,0,20880,0,0,0,0,0,0,7248,9240,0,8664,10728,0,0,9336,10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1128,3960,3288,0,0,0,0,0,1968,2424,9096,0,4056,2952,5280,0,8136,13800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5904,0,0,0,0,0,0,7248,7896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1368,2808,4296,15480,10032,15024,24120,0,1968,2352,11856,13008,5640,2952,7392,0,10560,11400,0,0,0,0,0,0,13440,0,16512,17760,19872,0,19128,0,0,7728,0,0,0,0,0,0,9192,9840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1248,3384,2568,14688,9744,0,0,0,1944,5400,9432,13104,3744,2928,4728,0,14592,0,0,0,0,0,0,0,12912,0,14256,17568,19032,0,0,0,0,7440,0,0,0,0,0,0,8880,9432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1200,2304,2736,20304,17232,0,0,0,1896,5904,7704,21192,3528,2952,4560,0,0,0,0,0,0,0,0,0,19008,0,20112,0,0,0,0,0,0,10608,12864,0,12024,14832,0,0,19320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1200,3024,5256,7992,4512,11688,17592,18000,2160,7560,7680,9000,5784,3168,11016,0,2520,3744,0,0,0,0,0,0,6840,0,7896,10584,0,0,9456,0,0,13464,0,0,0,0,0,0,14832,15384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1296,3528,2400,19104,9048,15096,0,0,1992,5112,11856,12216,3192,2976,4824,0,8448,9888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6264,14184,0,13512,15096,0,0,8328,9192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
