@RELATION Starcraft_PvZ_Zerg

@ATTRIBUTE ZergPool INTEGER
@ATTRIBUTE ZergOverlord INTEGER
@ATTRIBUTE ZergZergling INTEGER
@ATTRIBUTE ZergZerglingSpeed INTEGER
@ATTRIBUTE ZergCrackling INTEGER
@ATTRIBUTE ZergBurrow INTEGER
@ATTRIBUTE ZergGas INTEGER
@ATTRIBUTE ZergSecondGas INTEGER
@ATTRIBUTE ZergSecondHatch INTEGER
@ATTRIBUTE ZergThirdHatch INTEGER
@ATTRIBUTE ZergFourthHatch INTEGER
@ATTRIBUTE ZergFifthHatch INTEGER
@ATTRIBUTE ZergSixthHatch INTEGER
@ATTRIBUTE ZergSeventhHatch INTEGER
@ATTRIBUTE ZergHydraDen INTEGER
@ATTRIBUTE ZergHydra INTEGER
@ATTRIBUTE ZergHydraRange INTEGER
@ATTRIBUTE ZergHydraSpeed INTEGER
@ATTRIBUTE ZergLurker INTEGER
@ATTRIBUTE ZergLair INTEGER
@ATTRIBUTE ZergSpire INTEGER
@ATTRIBUTE ZergMutalisk INTEGER
@ATTRIBUTE ZergScourge INTEGER
@ATTRIBUTE ZergAirAttack INTEGER
@ATTRIBUTE ZergAirArmor INTEGER
@ATTRIBUTE ZergQueenNest INTEGER
@ATTRIBUTE ZergQueen INTEGER
@ATTRIBUTE ZergHive INTEGER
@ATTRIBUTE ZergGreaterSpire INTEGER
@ATTRIBUTE ZergGardian INTEGER
@ATTRIBUTE ZergDevour INTEGER
@ATTRIBUTE ZergUltraliskCavern INTEGER
@ATTRIBUTE ZergUltralisk INTEGER
@ATTRIBUTE ZergUltraliskArmor INTEGER
@ATTRIBUTE ZergUltraliskSpeed INTEGER
@ATTRIBUTE ZergDefilerMound INTEGER
@ATTRIBUTE ZergDefiler INTEGER
@ATTRIBUTE ZergConsume INTEGER
@ATTRIBUTE ZergevoDen INTEGER
@ATTRIBUTE ZergMeleeWeapons1 INTEGER
@ATTRIBUTE ZergRangeWeapons1 INTEGER
@ATTRIBUTE ZergGroundArmor1 INTEGER
@ATTRIBUTE ZergMeleeWeapons2 INTEGER
@ATTRIBUTE ZergRangeWeapons2 INTEGER
@ATTRIBUTE ZergGroundArmor2 INTEGER
@ATTRIBUTE ZergCreep INTEGER
@ATTRIBUTE ZergSunken INTEGER
@ATTRIBUTE ZergSpore INTEGER
@ATTRIBUTE midBuild {TwoHatchMuta,ThreeHatchMuta,HydraRush,Standard,HydraMass,Lurker,Unknown}

@DATA
3012,1430,4308,0,0,0,5598,0,2354,4704,11448,0,0,0,6688,7368,11200,7840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HydraMass
2990,1334,4280,8826,0,0,3738,11616,2536,8096,19896,23718,0,0,5586,6436,11938,9888,9220,5264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11142,0,11974,0,0,20474,0,20804,21690,0,Standard
2755,3560,4210,23715,27435,0,3260,6765,2155,10455,11555,13515,14040,23180,42620,46440,98610,96405,48685,8435,10000,11875,14995,29280,13155,14295,66725,16200,18605,21340,21110,64030,68695,65355,68215,88405,91700,93075,12505,41305,96365,13235,64860,0,23675,4525,4900,17110,TwoHatchMuta
1646,2482,3128,3426,0,3940,2086,0,5696,7056,18420,0,0,0,13334,14120,19010,16148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HydraMass
1646,2482,3128,3426,0,3940,2086,0,5696,7056,18420,0,0,0,13334,14120,19010,16148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HydraMass
3142,1400,4408,5254,0,7088,3596,14968,2708,9928,17670,23794,0,0,7160,7934,0,15136,12352,8108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18172,22702,0,20812,0,0,0,12412,12832,0,HydraRush
3060,1410,4330,12310,16870,0,1590,4625,2595,4160,10930,14035,19125,20185,8480,9795,13515,11175,11150,7330,25190,0,27705,0,0,12810,0,14855,0,0,0,0,0,0,0,0,0,0,10680,11795,27485,11805,16300,0,16310,5650,6540,0,HydraMass
2172,1352,3436,9020,0,0,6744,8834,3198,4434,12824,0,0,0,8748,9882,12426,9760,0,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5366,5766,0,HydraMass
2522,1444,0,0,0,0,2244,18008,4572,12676,14460,15324,0,0,5384,6238,8764,6064,0,3808,10486,15820,12764,0,14572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
1616,2178,2870,3428,0,8282,2002,0,4960,5928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7350,0,0,0,0,0,0,8300,8768,9972,Unknown
2218,1454,3514,9620,0,0,7126,7864,3268,4664,9746,10522,14614,0,16534,17344,0,17442,0,9374,10944,13064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5132,5810,0,ThreeHatchMuta
2695,3330,3980,9990,0,0,1350,2990,2190,6220,7235,9650,17685,23825,13365,15695,20430,18895,17650,11535,20975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15950,16810,16815,16785,22000,21000,20990,4625,5025,0,HydraMass
2960,1210,4265,8165,27050,0,5595,11815,2430,5100,10970,12195,18995,0,13335,14965,19300,14060,17465,13525,0,0,0,0,0,21740,0,24415,0,0,0,29870,31795,0,0,28140,30245,30210,19035,20360,20340,20350,27070,0,24575,9850,10305,0,HydraMass
3025,1455,4460,19880,25875,11730,5415,6290,2575,5055,19270,21870,25815,27255,9505,12330,14835,13010,20090,7220,8770,0,10720,0,0,16790,37230,17935,0,0,0,0,0,0,0,0,0,0,6440,23840,8025,16705,28595,13750,23860,4445,4840,7705,ThreeHatchMuta
2950,1355,4210,5220,22300,24380,3395,9910,2605,4650,8405,11315,15020,17700,7170,8505,11390,8465,0,9800,0,0,0,0,0,18625,0,20400,0,0,0,28745,32235,32340,0,43795,46300,46345,12280,18550,13215,13255,24085,17350,17395,0,0,0,HydraMass
3724,1446,0,0,0,0,2224,14430,3032,11138,16048,20378,23716,24860,5632,6504,8982,7474,12936,4974,15534,17394,17388,17434,17502,22770,26384,23778,25748,28244,27688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15290,15678,0,Standard
2432,1170,3772,4100,0,0,2632,0,4200,16724,18760,27410,27754,0,12834,14718,0,0,16102,6064,8048,10810,28348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4560,5068,0,TwoHatchMuta
2568,3914,4582,11934,18284,0,3616,8326,1928,8708,14330,16684,17162,18158,14766,15988,0,0,18348,9722,12498,14456,25598,0,0,14854,0,16144,18040,20082,20904,19178,21596,20696,24646,0,0,0,14812,23270,0,15608,30242,0,16890,4132,5904,0,ThreeHatchMuta
2554,3148,3820,18618,18590,0,2858,5104,1866,8430,9494,12228,13014,13342,10016,12094,0,23670,13056,6566,8102,9972,16190,0,0,15658,0,16760,18578,20394,21598,22232,24172,24100,0,0,0,0,12190,16822,0,14916,22166,0,21530,4574,5058,0,TwoHatchMuta
2330,1400,3590,4120,0,6180,1550,2590,3320,5370,12790,13650,0,0,10235,15835,0,0,0,7845,9580,11595,11550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13345,15755,0,15770,0,0,0,9190,9875,0,ThreeHatchMuta
1650,2205,2925,6170,0,16570,1985,0,4365,5355,16505,0,0,0,13170,15520,16750,13905,0,13110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8380,10240,0,HydraMass
2555,1495,3825,4810,28025,0,1635,3525,3435,5620,6565,8965,12735,21125,7220,8270,11055,7950,20780,12790,28450,0,31995,0,0,24540,0,26130,0,0,0,29215,31130,32965,30640,0,0,0,12100,27210,12800,17980,34155,23575,28480,8175,8580,58855,HydraMass
3110,1425,4370,8160,17950,0,3930,10370,2625,5250,14280,16020,0,0,7385,8515,11575,9140,0,6130,10560,0,12700,0,0,14510,0,15990,0,0,0,0,0,0,0,0,0,0,10030,10785,0,10825,14800,0,0,7550,8200,13375,HydraMass
3050,1365,4305,15265,20580,0,6105,8330,2685,4080,13205,20410,21110,25885,8310,9200,13340,9180,12660,8765,14095,0,16125,0,0,17655,0,18710,0,0,0,20615,22085,22075,24215,0,0,0,13250,19340,28075,14305,24630,0,18365,4735,5115,0,HydraMass
3195,1665,6305,0,0,2635,1400,4355,2690,4930,7345,13900,19670,21660,7560,9315,23285,15160,10540,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23355,0,37120,0,0,0,0,10470,11310,0,HydraMass
3120,1420,4370,4995,0,0,3610,16245,2660,5380,9835,10900,11755,12825,9365,10590,12130,10130,18155,13835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17245,18635,18645,18670,22725,22735,22745,7595,8575,0,HydraMass
3105,1400,4400,0,0,0,3675,13350,2635,11275,12275,0,0,0,4955,6130,7585,5785,0,12230,14205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HydraRush
3210,1490,4495,5310,0,0,3985,15655,2730,9280,0,0,0,0,9540,10960,13915,10380,0,13120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13770,0,0,15100,0,0,0,4405,4815,0,HydraMass
3265,1500,4560,11735,21420,12545,4035,10325,2730,12595,13760,14400,0,0,7885,9935,0,15505,10870,6635,0,0,0,0,0,17570,0,19575,0,0,0,25195,26660,30735,28140,0,0,0,9615,22130,11055,22140,27020,0,30510,4735,5325,0,Lurker
3114,1422,4402,5146,0,0,3712,11496,2624,7508,18002,23144,25082,0,8342,12038,16718,15148,13022,9584,13726,0,15682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14038,0,20508,15136,0,0,22318,9894,10312,0,HydraMass
3100,1265,4420,12950,0,0,6040,0,2595,5545,8000,0,0,0,13370,0,0,14180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12870,13730,0,HydraMass
3065,1400,4505,5825,17835,0,1560,3655,2770,4855,15395,16740,21840,22405,11600,13510,0,0,14850,7320,9400,11340,0,19925,0,12550,0,13570,15465,17310,0,21760,23380,0,23360,0,0,0,14980,22640,16625,0,0,0,0,6385,7120,0,ThreeHatchMuta
3100,1405,4370,5355,19440,28800,3765,10510,2585,4930,8340,12675,16625,17830,15770,16560,18790,16535,0,8500,10095,12045,25380,12065,0,15820,0,17285,25350,0,29150,19470,22485,25460,22240,0,0,0,22270,23170,27240,23900,27275,33615,28780,7780,8250,0,ThreeHatchMuta
3020,1340,4305,5000,24800,0,3650,4715,2580,5965,9620,10570,12300,15870,9020,11155,17335,15755,11970,8255,15745,0,19645,0,0,20960,0,22515,36870,0,0,25440,27555,30740,28395,0,0,0,16450,23135,17345,20985,28340,36185,25780,7425,8075,43160,HydraMass
3205,1200,4480,4960,28445,15490,3625,19945,2615,5955,8705,14265,19305,26430,8800,11600,11225,9585,22750,7680,0,0,0,0,0,25245,0,26275,0,0,0,31305,36315,46625,37770,0,0,0,15505,16315,16260,16270,20430,20420,20425,8025,8590,0,HydraMass
3045,1365,4315,0,0,0,7480,8365,2560,5850,10300,13890,20640,22030,10365,11215,12690,11175,16300,9035,21115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,21140,15215,15225,0,0,21145,4860,5255,0,HydraMass
3005,1430,4335,32100,33500,0,1585,6565,2420,5980,7570,15210,23765,24965,8035,9715,10935,8730,19920,16165,22835,34975,24725,0,0,29290,0,30940,33855,0,0,0,0,0,0,0,0,0,21550,31460,22335,22345,0,26830,26820,4385,4860,0,HydraMass
3060,1410,4330,12310,16870,0,1590,4625,2595,4160,10930,14035,19125,20185,8480,9795,13515,11175,11150,7330,25190,0,27705,0,0,12810,0,14855,0,0,0,0,0,0,0,0,0,0,10680,11795,27485,11805,16300,0,16310,5650,6540,0,HydraMass
3230,1485,4535,4925,24345,0,3335,14110,2745,9390,10125,17985,18540,19550,15920,17080,32830,30970,18680,14600,16440,0,19840,0,0,16740,0,19925,0,0,0,37455,0,0,0,0,0,0,11815,16480,0,15495,22505,0,22495,12015,13260,12580,HydraMass
1685,2285,3000,3425,27330,34345,2030,12035,4770,6040,7045,12410,12830,16275,10995,13120,22775,14435,14360,10930,17150,0,19150,0,0,22740,0,25120,0,0,0,0,0,0,0,0,0,0,12545,26835,13400,13660,37435,21715,21720,7170,9385,0,HydraMass
3170,1270,4445,25595,42955,36690,7350,10965,2665,7245,8830,15375,15735,16595,9555,12645,15880,14365,13245,9710,17120,43640,20195,0,0,39745,0,40785,44935,0,0,0,0,0,0,0,0,0,32085,44295,33420,33410,0,38865,38865,4680,5085,0,HydraMass
2932,1296,4224,4580,0,0,1502,3232,2540,5774,9836,17198,18084,0,8606,9618,11588,9352,17328,8326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17262,0,0,18520,0,0,0,10234,10632,0,HydraMass
3104,1376,4402,8060,0,0,1620,5220,2618,4342,17470,0,0,0,7176,8304,9560,8046,13800,7044,17932,19812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HydraMass
3056,1470,0,0,0,0,1740,0,4042,11360,14366,20028,0,0,5578,6514,9216,7378,16196,4404,5980,8012,8038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Standard
3050,1390,4325,4425,0,0,3120,13910,2575,8415,15470,16915,22255,0,11080,13930,13705,11780,17795,10040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7135,0,0,16035,0,0,22555,6585,11700,7810,HydraMass
2410,1415,3660,5295,23825,0,3730,8735,3195,4720,7565,13675,18255,22320,8505,9635,18625,9185,19370,8750,11485,13405,24435,0,0,19610,0,21705,23840,32990,0,27555,0,0,28875,0,0,0,15965,30545,16740,16705,0,21055,21040,9745,14605,0,HydraMass
3015,1380,4455,6235,21455,17845,3295,13335,2585,9465,10890,22845,25415,33050,5620,7820,30225,27955,9385,4530,16680,32020,20410,0,30355,17400,31990,18505,28055,40730,33665,22435,33210,24695,27555,36465,39065,39040,14415,15490,35475,15500,19665,0,19830,13510,14155,48830,Lurker
2745,3080,4050,7850,0,4380,1400,3400,2270,5325,12015,15580,18865,19160,11595,12730,16840,15045,16035,9840,0,0,0,0,0,28480,0,32880,0,0,0,0,0,0,0,0,0,0,6700,0,10570,21315,0,15380,25555,4500,8855,7570,HydraMass
2940,1365,4210,12935,20605,8880,6910,9625,2280,5800,11920,12695,15145,17310,9570,10540,15505,13685,12185,8300,17430,0,20560,20595,0,16550,0,17750,20595,0,0,30100,0,0,0,0,0,0,10925,15540,15520,12395,22295,22265,16485,4790,5195,0,HydraMass
1710,2380,3030,7890,27830,0,2000,6205,3755,4730,7010,8325,10175,14170,8785,10415,13030,9760,17425,13010,29590,32945,32995,0,0,23815,0,25530,31470,34340,0,31175,33040,40605,32915,0,0,0,15280,17490,16055,16080,25490,21070,21045,13230,13685,0,HydraMass
2970,1325,4255,4645,31955,0,3335,7995,2585,5530,15520,19635,33275,0,12675,13680,18475,16920,15650,6925,8795,29560,10900,0,0,26070,0,27360,29535,31485,0,0,0,0,0,0,0,0,17175,33185,17875,27280,0,22705,0,9150,9625,0,ThreeHatchMuta
2685,3145,3955,30350,32255,48290,3325,7685,2015,6945,14735,18160,18480,25750,9145,10145,16620,9940,15455,9155,15535,34995,18690,0,0,26180,0,27220,0,0,0,29895,34160,38420,32830,60995,0,0,25625,27420,42255,27435,31480,48225,31500,4195,4615,36820,HydraMass
3035,1395,4320,4715,0,0,3410,9825,2580,7640,12360,12895,0,0,12550,0,0,0,0,8570,10190,12050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5020,5465,0,ThreeHatchMuta
3035,1380,4305,10055,35130,0,4110,7820,2585,4185,4665,10430,14015,14990,7990,8745,13995,12370,11210,6510,8400,13370,10340,0,0,30255,0,31370,0,0,0,38335,39625,41745,39635,0,0,0,15640,28355,16505,18595,37765,20540,22640,7530,8595,0,HydraMass
3080,1450,4345,7595,20765,0,3370,12025,2620,5215,14290,20665,21620,23665,5650,6515,10175,7300,15225,10065,28510,0,30470,0,0,16625,0,18545,0,0,0,20420,21725,33360,21710,0,0,0,13910,15665,14730,16600,20135,32410,20730,11045,11455,0,HydraMass
3010,1375,4275,4835,19775,0,3385,11745,2550,6320,12890,13620,15430,18000,8550,9490,0,0,12510,7510,14930,17900,19425,0,0,16100,0,17915,0,0,0,20390,23435,27190,23575,0,0,0,14265,15080,0,14995,19095,0,19050,9705,10090,0,HydraMass
3060,1390,4315,5790,0,0,3800,0,2260,12230,14445,21050,0,0,13925,15465,0,0,16675,9760,11285,13150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4740,5175,0,TwoHatchMuta
3000,1370,4255,7955,28110,0,3380,12625,2550,5085,6020,6795,10570,22170,8805,11200,12505,10965,16815,11665,17155,19520,21095,0,0,25080,0,26185,36575,39015,0,28215,29550,34085,29510,28315,36095,29530,16210,18205,26930,18190,22220,34755,22205,8565,9350,42660,HydraMass
3030,1375,4295,4910,0,0,3480,0,2600,6430,8360,0,0,0,8835,9785,11320,9630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HydraMass
2890,1450,4165,7430,0,0,6250,12705,2210,5735,13090,14990,0,0,9710,10445,12485,10415,0,10980,12670,14555,0,0,0,16185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HydraMass
3155,1390,4440,8870,0,0,7490,0,2690,4835,6020,9415,18435,0,0,0,0,0,0,12325,13855,15730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4940,5535,0,ThreeHatchMuta
1595,2180,2880,3275,0,0,1895,12525,4480,5585,7845,14375,16165,17245,10320,11055,12425,14005,22965,12660,14970,17415,0,0,0,23445,0,0,0,0,0,0,0,0,0,0,0,0,9110,0,17855,17860,0,22435,22440,9235,11640,9825,HydraMass
1645,2245,2965,3395,0,17815,1965,12215,4725,6105,7150,13535,14930,16275,10510,11825,12040,13750,0,15050,17795,21305,0,20900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20575,0,21325,21330,0,0,0,9955,10325,0,HydraMass
3045,1380,4335,6885,0,0,1570,5305,2595,5125,9845,0,0,0,0,0,0,0,0,11230,13245,15145,18340,17305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11555,12430,0,ThreeHatchMuta
3105,1265,4375,6875,20155,29140,4780,9220,2660,4610,15565,15960,16520,19160,7345,8120,0,9035,12815,6445,22680,26700,25400,27350,0,16455,0,17685,25480,27530,0,0,0,0,0,0,0,0,12650,13475,30160,13460,17705,0,13650,7080,7615,0,HydraMass
3200,1430,4470,5065,22260,0,3745,11895,2690,8740,12760,15560,19665,21510,5715,6560,15110,13445,0,10105,11680,0,14025,0,0,18380,0,20105,0,0,0,23980,25430,25245,27340,0,0,0,13520,14895,14265,14325,20160,16175,20140,12060,0,0,HydraRush
2335,1375,3585,4535,23040,0,1565,3255,3160,10585,14635,25760,29480,30950,7110,8815,0,0,9760,6005,11180,13065,13410,0,0,19045,0,21130,23020,25365,0,24975,26455,27330,31355,0,0,0,0,0,0,0,0,0,0,4485,4850,0,Lurker
3005,1390,4260,20575,22390,0,6380,8355,2600,5370,7015,10260,12295,17700,10615,12325,13980,11805,0,7890,9545,11415,16775,0,0,18295,0,20510,0,0,0,23715,25120,27275,25140,0,0,0,13930,18260,15065,16350,22400,19095,21440,8690,9410,0,ThreeHatchMuta
2995,1365,4280,9940,18435,0,7240,9180,2535,4025,5645,6315,11375,12880,9340,13115,0,0,14535,8845,14125,0,16235,0,0,13825,16855,15740,0,0,0,20930,22470,22505,0,0,0,0,7505,13380,0,14740,17510,0,19055,7650,9020,8255,HydraMass
2990,1365,4255,15755,22160,18290,1565,3385,2570,8655,16705,18195,0,0,9660,11615,0,0,12530,4690,6380,8280,8250,0,0,18270,0,19390,0,0,0,22775,24160,24185,0,0,0,0,18330,19370,0,19380,23570,0,23580,11945,21450,21655,TwoHatchMuta
3070,1420,4345,4715,21690,19610,1640,3530,2675,5485,9570,14010,24020,0,6145,6855,12135,9775,16805,13260,16460,0,18390,0,0,18865,0,19825,0,0,0,0,0,0,0,0,0,0,14565,15300,15785,15655,15650,20680,20285,16105,16500,0,HydraMass
2925,1375,4275,8765,15800,0,1590,3385,2450,4775,6005,11935,13235,16125,8390,10430,20310,12250,11640,7610,10195,17295,12135,0,0,12955,0,13950,15785,18835,0,18670,22615,0,20250,0,0,0,12995,13840,20560,13850,18030,0,18050,8495,9530,0,HydraMass
3070,1354,4326,6494,0,0,1556,4716,2610,11102,22862,0,0,0,6818,7952,13548,11778,9490,5974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14898,0,16048,0,0,0,0,22290,22878,0,Lurker
2965,1380,4220,8660,19510,0,7305,10655,2515,5785,14745,19225,19360,20770,10460,11950,17925,11510,14930,10995,16700,0,18585,0,0,14870,0,17675,0,0,0,19845,22925,0,21985,0,0,0,14890,16580,17330,16595,20670,22010,20685,4495,4875,0,HydraMass
3135,1435,4425,0,0,0,7370,10115,2615,5655,7010,7135,12095,12855,8485,9730,16925,9265,0,10000,11575,20000,13650,0,13730,16280,0,17450,19640,0,23370,19300,0,0,0,26540,0,0,17575,19525,18670,18685,0,0,0,11620,12165,0,HydraMass
2960,1400,4225,10520,17115,0,1620,5540,2480,4940,12350,15125,15670,16370,8895,10390,0,0,11555,7925,15790,22750,17755,0,0,14095,0,15225,22350,24265,0,17140,18890,20750,18710,0,0,0,12610,13340,0,13400,17485,0,13680,4455,5055,19905,HydraMass
2220,1315,3535,4565,0,0,1500,3255,3170,5975,12275,24220,27445,0,7095,8235,9555,7890,14635,10105,19355,0,21875,0,0,29250,0,30395,0,0,0,0,0,0,0,0,0,0,20905,21980,0,27750,31170,0,0,15800,16215,21945,HydraMass
2895,1370,4155,4775,22095,32560,1565,3440,2460,8075,13630,14040,17865,20855,9805,11165,16065,10950,15615,12135,15185,0,17115,0,0,18590,0,20040,0,0,0,31080,34290,32410,0,0,0,0,15790,16580,16830,16590,21260,22985,22975,5345,5925,33000,HydraMass
