@RELATION Starcraft_TvZ_Zerg

@ATTRIBUTE ZergPool INTEGER
@ATTRIBUTE ZergOverlord INTEGER
@ATTRIBUTE ZergZergling INTEGER
@ATTRIBUTE ZergZerglingSpeed INTEGER
@ATTRIBUTE ZergCrackling INTEGER
@ATTRIBUTE ZergBurrow INTEGER
@ATTRIBUTE ZergGas INTEGER
@ATTRIBUTE ZergSecondGas INTEGER
@ATTRIBUTE ZergSecondHatch INTEGER
@ATTRIBUTE ZergThirdHatch INTEGER
@ATTRIBUTE ZergFourthHatch INTEGER
@ATTRIBUTE ZergFifthHatch INTEGER
@ATTRIBUTE ZergSixthHatch INTEGER
@ATTRIBUTE ZergSeventhHatch INTEGER
@ATTRIBUTE ZergHydraDen INTEGER
@ATTRIBUTE ZergHydra INTEGER
@ATTRIBUTE ZergHydraRange INTEGER
@ATTRIBUTE ZergHydraSpeed INTEGER
@ATTRIBUTE ZergLurker INTEGER
@ATTRIBUTE ZergLair INTEGER
@ATTRIBUTE ZergSpire INTEGER
@ATTRIBUTE ZergMutalisk INTEGER
@ATTRIBUTE ZergScourge INTEGER
@ATTRIBUTE ZergAirAttack INTEGER
@ATTRIBUTE ZergAirArmor INTEGER
@ATTRIBUTE ZergQueenNest INTEGER
@ATTRIBUTE ZergQueen INTEGER
@ATTRIBUTE ZergHive INTEGER
@ATTRIBUTE ZergGreaterSpire INTEGER
@ATTRIBUTE ZergGardian INTEGER
@ATTRIBUTE ZergDevour INTEGER
@ATTRIBUTE ZergUltraliskCavern INTEGER
@ATTRIBUTE ZergUltralisk INTEGER
@ATTRIBUTE ZergUltraliskArmor INTEGER
@ATTRIBUTE ZergUltraliskSpeed INTEGER
@ATTRIBUTE ZergDefilerMound INTEGER
@ATTRIBUTE ZergDefiler INTEGER
@ATTRIBUTE ZergConsume INTEGER
@ATTRIBUTE ZergevoDen INTEGER
@ATTRIBUTE ZergMeleeWeapons1 INTEGER
@ATTRIBUTE ZergRangeWeapons1 INTEGER
@ATTRIBUTE ZergGroundArmor1 INTEGER
@ATTRIBUTE ZergMeleeWeapons2 INTEGER
@ATTRIBUTE ZergRangeWeapons2 INTEGER
@ATTRIBUTE ZergGroundArmor2 INTEGER
@ATTRIBUTE ZergCreep INTEGER
@ATTRIBUTE ZergSunken INTEGER
@ATTRIBUTE ZergSpore INTEGER
@ATTRIBUTE midBuild {TwoHatchMuta,ThreeHatchMuta,HydraRush,Standard,HydraMass,Lurker,Unknown}

@DATA
3466,1414,4820,0,0,0,2148,12574,2662,10192,0,0,0,0,11738,14064,0,0,15074,4768,6332,8248,8294,10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4684,5106,0,TwoHatchMuta
3082,1374,0,19932,23300,0,3708,6436,2636,7106,9326,14892,19530,20684,9598,12138,18376,14134,12870,5090,6620,8488,8506,8566,0,16774,0,17862,0,0,0,27692,31060,31996,29308,19714,21514,21530,14814,28554,17070,17300,35494,21372,21376,5748,6128,0,TwoHatchMuta
3125,1450,4415,23785,28835,23710,3835,10335,2220,8970,14435,18640,29365,31580,6030,6905,11415,9250,10230,5180,15905,30345,18950,0,0,20310,24685,21455,32695,34545,0,30020,0,0,31505,0,0,0,11390,28825,12245,17265,0,17000,21335,14790,19980,15260,Standard
3146,1404,28300,25336,28284,0,3606,9052,2198,7780,13152,14978,19392,27200,5916,7152,10844,9310,8852,5132,13984,23494,15888,0,0,17580,33972,18720,21866,24866,0,33346,36392,0,39514,20660,22094,21816,11816,32398,12652,16224,0,16736,20314,5264,5730,0,Standard
3078,1348,5664,27496,31686,0,4368,14406,2650,4270,10708,14788,17668,18964,6192,7250,8804,6906,20896,15526,27298,34422,30308,0,0,21684,0,23560,33048,36732,0,0,0,0,0,27280,28928,31696,11734,33082,12508,12596,37160,17146,17154,5526,6272,0,HydraMass
3344,1342,10240,0,0,0,4680,6118,2758,4202,9674,12046,0,0,0,0,0,0,0,6010,7576,9500,0,9506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5116,5472,0,ThreeHatchMuta
2850,1440,26662,27526,0,0,1716,17730,4950,10270,14636,20556,22940,25896,5464,7878,10048,8528,8368,4118,0,0,0,0,0,20362,0,22452,0,0,0,0,0,0,0,0,0,0,16470,0,17286,0,0,21352,0,13752,14254,0,Lurker
3080,1408,5778,11544,25766,0,4134,6464,2174,6966,14964,15318,18240,22598,6168,7730,11228,9686,8774,5426,9086,25194,16888,0,0,21302,0,23576,25714,29430,0,26174,0,0,0,25754,26922,26912,12990,0,13720,13730,0,20568,22358,4164,4518,0,Standard
3135,1420,5350,12385,40150,30675,3630,7155,2265,8430,11990,12620,17285,17785,5845,8005,13475,13505,8975,4985,21875,42075,28530,0,0,30395,0,31400,43155,0,44980,0,0,0,0,34060,35755,35710,15355,40125,17680,17690,0,24245,17820,5080,5515,0,Standard
3466,1414,4820,0,0,0,2148,12574,2662,10192,0,0,0,0,11738,14064,0,0,15074,4768,6332,8248,8294,10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4684,5106,0,TwoHatchMuta
3082,1374,0,19932,23300,0,3708,6436,2636,7106,9326,14892,19530,20684,9598,12138,18376,14134,12870,5090,6620,8488,8506,8566,0,16774,0,17862,0,0,0,27692,31060,31996,29308,19714,21514,21530,14814,28554,17070,17300,35494,21372,21376,5748,6128,0,TwoHatchMuta
3125,1450,4415,23785,28835,23710,3835,10335,2220,8970,14435,18640,29365,31580,6030,6905,11415,9250,10230,5180,15905,30345,18950,0,0,20310,24685,21455,32695,34545,0,30020,0,0,31505,0,0,0,11390,28825,12245,17265,0,17000,21335,14790,19980,15260,Standard
3190,1380,6245,8555,0,0,3515,4460,2605,9600,0,0,0,0,6730,8965,0,13010,9820,5940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4705,5105,0,Standard
3115,1440,4420,0,0,0,4770,8205,2640,4935,12765,14435,19565,0,6820,8510,12655,9810,11310,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9305,0,10035,0,0,19480,0,5575,6050,10985,HydraMass
2355,1400,3610,0,0,0,4230,8560,3155,12065,12700,13720,21700,23005,7310,9230,13805,11855,9840,6000,18750,20700,21460,0,0,15355,0,16705,20690,29090,43475,0,0,0,0,38500,0,0,15325,0,0,16180,0,0,37845,5155,5620,36705,Lurker
3100,1390,4390,7165,0,0,3670,6505,2685,11940,0,0,0,0,0,0,0,0,0,4975,6745,8680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5040,8485,0,TwoHatchMuta
3260,1395,4540,11145,0,0,3060,0,2655,12435,0,0,0,0,0,0,0,0,0,5185,8770,10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5165,5550,0,TwoHatchMuta
1720,2075,3010,6035,0,0,2245,4440,3655,4200,5315,0,0,0,0,0,0,0,0,6630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7440,7845,0,Unknown
2795,1450,4130,8080,0,0,1640,4700,2490,2780,3470,4475,0,0,0,0,0,0,0,6075,7635,9550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7285,8730,0,ThreeHatchMuta
3230,1440,4505,7725,0,0,5375,0,2755,4705,0,0,0,0,0,0,0,0,0,6670,8210,10915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5210,5610,0,ThreeHatchMuta
2405,1390,3740,5500,0,0,2655,0,3560,0,0,0,0,0,5125,6870,0,0,8075,4280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lurker
2105,1415,3375,0,0,0,2190,0,0,0,0,0,0,0,4545,6455,0,0,7165,3670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7255,7610,0,Lurker
3114,1318,4410,0,0,0,0,0,2562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
3115,1390,4415,0,0,0,3585,6800,2640,15745,16490,17910,0,0,9280,13320,0,17265,14145,4890,6745,8620,11875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5150,5685,0,TwoHatchMuta
3215,1425,4680,6265,0,0,4365,8160,2650,4285,13530,15615,27265,0,10715,12355,16420,14710,13590,5725,7505,9395,12055,0,0,19185,0,21370,23315,25285,0,0,0,0,0,29680,32665,30775,12780,0,13785,0,0,18235,0,5450,6040,0,ThreeHatchMuta
3075,1430,4375,0,0,0,3560,5630,2655,17610,18235,26275,31460,0,15490,17205,20880,18925,18300,4835,6405,8275,17900,0,0,17370,0,30360,32225,34185,0,0,0,0,0,0,0,0,16940,0,17720,0,0,30820,0,6550,7005,0,TwoHatchMuta
3165,1355,4435,0,0,0,1540,3805,2330,12035,14535,0,0,0,10125,11465,14770,12875,13115,5130,6770,8665,16225,12815,0,14565,0,15690,17625,20980,0,0,0,0,0,22310,0,0,6415,0,12420,0,0,17090,0,5725,17840,7395,TwoHatchMuta
2600,1425,3885,4225,0,0,2930,12225,4080,10155,11855,20475,0,0,5685,7140,15240,13250,8350,4835,10995,21850,12910,0,0,17630,0,19060,21025,23110,0,0,0,0,0,0,0,0,13150,0,13925,0,0,0,0,6705,7060,0,Lurker
3180,1440,4530,13525,0,0,3405,3705,2690,11090,13075,14015,0,0,6065,7165,14825,12895,8640,5100,20405,24745,24990,0,0,16725,0,19690,23750,26360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4730,6850,0,Lurker
3128,1402,4558,28698,51454,0,3642,8312,2744,15236,15320,22452,22620,30526,9352,11222,16434,13222,12170,5518,7084,8982,20676,0,0,15276,70350,16302,18122,20328,0,22408,23704,25984,23822,27796,30698,30734,25476,27654,27668,27686,41848,41792,41810,4644,5176,0,TwoHatchMuta
3725,1475,5090,0,0,0,3200,4370,2340,0,0,0,0,0,0,0,0,0,0,8795,10535,12435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4835,11080,0,TwoHatchMuta
3220,1465,14025,0,0,0,3360,0,2830,0,0,0,0,0,10130,13675,0,0,0,4945,6600,8685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5175,6690,0,TwoHatchMuta
3575,1425,6050,0,0,0,4060,17175,2495,11380,0,0,0,0,19005,22155,0,0,22980,5700,7245,9180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5020,5960,0,TwoHatchMuta
3246,1256,4574,5534,0,0,3454,8440,2562,5480,0,0,0,0,12110,14066,16334,13568,0,4726,6394,8290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15158,21202,16084,16094,0,20138,0,7870,8242,0,TwoHatchMuta
3045,1260,4445,0,0,0,3830,6940,2560,13920,25145,26885,46660,56165,6055,7210,17460,15910,8905,5160,23480,0,25415,0,0,26610,0,28250,0,0,0,0,0,0,0,30455,32080,34735,17760,0,19940,21275,0,26660,26620,5730,6130,0,Lurker
1655,2210,2935,6875,0,0,4790,11235,5255,9485,16420,20420,21260,23865,23180,27495,32745,31145,28050,6120,7665,9540,0,15080,26660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24015,0,0,TwoHatchMuta
2390,1465,3670,6525,0,0,1595,4940,3280,4540,18195,19265,26450,28175,16400,17590,21520,19965,19125,7705,9245,11955,12380,13070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20845,0,22290,22295,0,0,0,5515,5965,0,ThreeHatchMuta
3055,1355,4355,0,0,0,3630,4465,2425,5500,15770,20890,22440,25870,7580,11320,18410,15465,12005,6575,21960,0,0,0,0,21985,0,25755,0,0,0,0,0,0,0,0,0,0,22390,0,23120,23140,0,0,0,5055,5710,0,HydraMass
3045,1260,4445,0,0,0,3830,6940,2560,13920,25145,26885,46660,56165,6055,7210,17460,15910,8905,5160,23480,0,25415,0,0,26610,0,28250,0,0,0,0,0,0,0,30455,32080,34735,17760,0,19940,21275,0,26660,26620,5730,6130,0,Lurker
3352,1040,4676,0,0,0,3606,7102,2890,8880,16014,16252,19612,21456,5784,6838,19560,15822,8420,4936,7508,9502,9430,9488,0,12594,0,14042,15892,18338,18396,0,0,0,0,0,0,0,15018,0,15812,0,0,21498,0,7006,0,0,Lurker
2640,1238,14836,0,0,0,1606,0,4830,12592,0,0,0,0,9662,0,0,0,0,3886,5452,7330,7346,9820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8922,10490,0,TwoHatchMuta
3138,1188,4578,0,0,27282,3514,5174,2566,4212,8946,9650,12554,15786,7506,9000,10022,8316,17196,9912,0,0,0,0,0,21012,0,22758,0,0,0,0,0,0,0,25020,26192,26470,10052,0,11258,14578,0,11700,19708,6374,6786,0,HydraMass
3138,1188,4578,0,0,27282,3514,5174,2566,4212,8946,9650,12554,15786,7506,9000,10022,8316,17196,9912,0,0,0,0,0,21012,0,22758,0,0,0,0,0,0,0,25020,26192,26470,10052,0,11258,14578,0,11700,19708,6374,6786,0,HydraMass
3235,1400,4510,8150,0,11915,6885,11475,2655,6495,15000,19170,22965,23375,15145,16095,20860,18960,18135,9790,11385,13735,18000,0,0,28985,0,31075,35065,0,0,38870,0,0,0,33600,34710,34695,15490,38880,16230,16305,0,21465,21480,4650,5810,0,ThreeHatchMuta
3235,1400,4510,8150,0,11915,6885,11475,2655,6495,15000,19170,22965,23375,15145,16095,20860,18960,18135,9790,11385,13735,18000,0,0,28985,0,31075,35065,0,0,38870,0,0,0,33600,34710,34695,15490,38880,16230,16305,0,21465,21480,4650,5810,0,ThreeHatchMuta
1670,2125,2965,8730,0,0,2390,14410,5665,12070,20055,23925,0,0,12360,19310,0,0,20255,4985,7015,9240,13795,10880,0,23790,0,25655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6330,6770,0,TwoHatchMuta
3285,1500,4555,0,0,0,5490,7160,2755,4390,0,0,0,0,8015,8815,0,12100,15835,12380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4775,5195,0,HydraMass
3200,1370,4460,11010,0,0,5290,5625,2750,4995,15230,15495,19455,23445,9665,10695,15660,14090,13630,7045,10215,0,12155,0,0,24680,0,26240,0,0,0,0,0,0,0,0,0,0,13205,0,14065,17660,0,18235,24655,4745,5115,0,HydraMass
3128,1402,4558,28698,51454,0,3642,8312,2744,15236,15320,22452,22620,30526,9352,11222,16434,13222,12170,5518,7084,8982,20676,0,0,15276,70350,16302,18122,20328,0,22408,23704,25984,23822,27796,30698,30734,25476,27654,27668,27686,41848,41792,41810,4644,5176,0,TwoHatchMuta
2966,1210,4264,0,0,10270,4440,8968,2544,4114,14406,15552,21906,24662,8242,9016,15148,12618,11080,6436,8008,26278,23328,0,0,22952,0,24434,26286,28484,31492,0,0,0,0,0,0,0,10284,0,11412,18484,0,16270,0,5276,5636,0,ThreeHatchMuta
3235,1400,4510,8150,0,11915,6885,11475,2655,6495,15000,19170,22965,23375,15145,16095,20860,18960,18135,9790,11385,13735,18000,0,0,28985,0,31075,35065,0,0,38870,0,0,0,33600,34710,34695,15490,38880,16230,16305,0,21465,21480,4650,5810,0,ThreeHatchMuta
3246,1256,4574,5534,0,0,3454,8440,2562,5480,0,0,0,0,12110,14066,16334,13568,0,4726,6394,8290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15158,21202,16084,16094,0,20138,0,7870,8242,0,TwoHatchMuta
3130,1425,4450,6110,26640,0,4340,7810,2685,4935,13860,15495,23070,23785,6720,8765,14005,11545,9450,5780,22715,40290,29530,32875,43245,20580,0,22675,27985,52350,43540,24675,26040,28930,25970,26705,35765,27890,14990,24830,16590,16600,28920,21395,21410,5385,5740,39175,HydraMass
3235,1400,4510,8150,0,11915,6885,11475,2655,6495,15000,19170,22965,23375,15145,16095,20860,18960,18135,9790,11385,13735,18000,0,0,28985,0,31075,35065,0,0,38870,0,0,0,33600,34710,34695,15490,38880,16230,16305,0,21465,21480,4650,5810,0,ThreeHatchMuta
2970,1350,4285,82730,84785,0,1460,3325,2250,14405,20145,21570,23145,31480,7390,8175,29000,24400,10660,5175,20075,22080,22910,0,0,33210,0,34465,47860,53415,0,37215,38950,70410,50855,0,0,0,11485,66960,21815,24440,87675,27670,32660,4275,4620,33545,Lurker
3080,1405,4470,0,0,11970,4060,7445,2625,9075,11670,14920,19835,24715,9390,10990,15080,13420,12120,5430,6990,8845,9225,0,0,20560,0,21750,0,0,0,0,0,0,0,23615,24750,24805,11045,0,12050,23205,0,18635,28715,4770,5140,0,TwoHatchMuta
3225,1385,4490,8065,0,0,1600,4190,2390,16595,0,0,0,0,7920,9285,0,13285,10735,6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5005,5460,0,Lurker
2475,1400,3785,3945,0,31495,1600,2160,6590,8665,8965,16425,16870,29965,4645,5850,13595,11320,7180,3755,9715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11385,0,12100,0,0,17720,0,21330,21820,0,Lurker
3065,1410,4355,6610,0,0,3545,6350,2280,11270,12705,14840,18185,20305,18975,20805,24380,23255,21725,5000,6530,8415,13230,8615,0,14185,0,15460,17365,19625,0,0,0,0,0,0,0,0,18990,0,19830,21180,0,23480,23720,4405,5745,0,TwoHatchMuta
3138,1188,4578,0,0,27282,3514,5174,2566,4212,8946,9650,12554,15786,7506,9000,10022,8316,17196,9912,0,0,0,0,0,21012,0,22758,0,0,0,0,0,0,0,25020,26192,26470,10052,0,11258,14578,0,11700,19708,6374,6786,0,HydraMass
3080,1370,4330,10315,27565,34850,1635,5340,2515,5795,14905,16850,22305,26945,17100,18395,0,22495,19765,7495,9055,13155,11105,0,0,19970,0,22170,24595,0,0,27630,28910,29015,33740,0,0,0,7605,20885,0,16890,26780,0,22835,4385,9965,8685,ThreeHatchMuta
2980,1450,4295,12575,21960,17490,1640,3910,2445,11885,14535,23780,24180,25960,14015,0,0,0,0,7125,8715,10590,14180,11155,0,17465,0,19415,21685,23610,0,25305,27495,29600,26645,31000,70345,34945,17520,19680,0,19440,25325,0,25315,4630,5225,19015,TwoHatchMuta
2345,1435,3615,9395,0,0,1625,4875,3290,4380,16825,25725,0,0,13540,15230,0,0,16605,6365,7960,10520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26555,0,0,0,0,0,0,5990,6530,0,ThreeHatchMuta
3175,1385,4435,15780,39210,0,1625,3635,2700,14170,17675,22960,25565,33315,5940,8290,16455,9165,9400,5410,10780,12770,17060,0,0,18640,0,33890,35725,37785,0,37270,41010,0,40530,0,0,0,11205,31655,12025,16475,0,21830,26850,6860,7305,0,Lurker
2475,1400,3785,3945,0,31495,1600,2160,6590,8665,8965,16425,16870,29965,4645,5850,13595,11320,7180,3755,9715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11385,0,12100,0,0,17720,0,21330,21820,0,Lurker
3200,1475,4560,5470,0,0,3515,0,2635,0,0,0,0,0,6400,8250,0,0,8950,5030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lurker
3352,1040,4676,0,0,0,3606,7102,2890,8880,16014,16252,19612,21456,5784,6838,19560,15822,8420,4936,7508,9502,9430,9488,0,12594,0,14042,15892,18338,18396,0,0,0,0,0,0,0,15018,0,15812,0,0,21498,0,7006,0,0,Lurker
2640,1238,14836,0,0,0,1606,0,4830,12592,0,0,0,0,9662,0,0,0,0,3886,5452,7330,7346,9820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8922,10490,0,TwoHatchMuta
2966,1210,4264,0,0,10270,4440,8968,2544,4114,14406,15552,21906,24662,8242,9016,15148,12618,11080,6436,8008,26278,23328,0,0,22952,0,24434,26286,28484,31492,0,0,0,0,0,0,0,10284,0,11412,18484,0,16270,0,5276,5636,0,ThreeHatchMuta
