@RELATION Starcraft_ZvZ_Zerg

@ATTRIBUTE ZergPool INTEGER
@ATTRIBUTE ZergOverlord INTEGER
@ATTRIBUTE ZergZergling INTEGER
@ATTRIBUTE ZergZerglingSpeed INTEGER
@ATTRIBUTE ZergCrackling INTEGER
@ATTRIBUTE ZergBurrow INTEGER
@ATTRIBUTE ZergGas INTEGER
@ATTRIBUTE ZergSecondGas INTEGER
@ATTRIBUTE ZergSecondHatch INTEGER
@ATTRIBUTE ZergThirdHatch INTEGER
@ATTRIBUTE ZergFourthHatch INTEGER
@ATTRIBUTE ZergFifthHatch INTEGER
@ATTRIBUTE ZergSixthHatch INTEGER
@ATTRIBUTE ZergSeventhHatch INTEGER
@ATTRIBUTE ZergHydraDen INTEGER
@ATTRIBUTE ZergHydra INTEGER
@ATTRIBUTE ZergHydraRange INTEGER
@ATTRIBUTE ZergHydraSpeed INTEGER
@ATTRIBUTE ZergLurker INTEGER
@ATTRIBUTE ZergLair INTEGER
@ATTRIBUTE ZergSpire INTEGER
@ATTRIBUTE ZergMutalisk INTEGER
@ATTRIBUTE ZergScourge INTEGER
@ATTRIBUTE ZergAirAttack INTEGER
@ATTRIBUTE ZergAirArmor INTEGER
@ATTRIBUTE ZergQueenNest INTEGER
@ATTRIBUTE ZergQueen INTEGER
@ATTRIBUTE ZergHive INTEGER
@ATTRIBUTE ZergGreaterSpire INTEGER
@ATTRIBUTE ZergGardian INTEGER
@ATTRIBUTE ZergDevour INTEGER
@ATTRIBUTE ZergUltraliskCavern INTEGER
@ATTRIBUTE ZergUltralisk INTEGER
@ATTRIBUTE ZergUltraliskArmor INTEGER
@ATTRIBUTE ZergUltraliskSpeed INTEGER
@ATTRIBUTE ZergDefilerMound INTEGER
@ATTRIBUTE ZergDefiler INTEGER
@ATTRIBUTE ZergConsume INTEGER
@ATTRIBUTE ZergevoDen INTEGER
@ATTRIBUTE ZergMeleeWeapons1 INTEGER
@ATTRIBUTE ZergRangeWeapons1 INTEGER
@ATTRIBUTE ZergGroundArmor1 INTEGER
@ATTRIBUTE ZergMeleeWeapons2 INTEGER
@ATTRIBUTE ZergRangeWeapons2 INTEGER
@ATTRIBUTE ZergGroundArmor2 INTEGER
@ATTRIBUTE ZergCreep INTEGER
@ATTRIBUTE ZergSunken INTEGER
@ATTRIBUTE ZergSpore INTEGER
@ATTRIBUTE midBuild {TwoHatchMuta,ThreeHatchMuta,HydraRush,Standard,HydraMass,Lurker,Unknown}

@DATA
2360,1495,3700,6280,0,0,2245,15695,3585,13950,0,0,0,0,0,0,0,0,0,4445,6035,8210,20215,24150,13145,0,0,0,0,0,0,0,0,0,0,0,0,0,7435,17920,0,0,0,0,0,7895,21410,9655,TwoHatchMuta
2915,1535,4350,6320,0,0,2340,15655,3925,4090,12015,14435,24215,0,0,0,0,0,0,4565,6155,8115,8175,15565,9535,0,0,0,0,0,0,0,0,0,0,0,0,0,8860,0,0,0,0,0,0,9835,0,11385,ThreeHatchMuta
2330,1435,3575,5535,0,0,2720,11955,4095,10040,0,0,0,0,0,0,0,0,0,5020,6545,8400,11205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoHatchMuta
1670,2310,2960,3350,0,0,1990,8590,4590,7935,0,0,0,0,0,0,0,0,0,5340,6870,10005,8925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoHatchMuta
3570,1330,4925,5150,0,0,3435,6470,2725,7055,12170,15030,19795,0,0,0,0,0,0,4885,6415,8465,28545,12700,8660,18165,0,19190,21270,32145,25930,0,0,0,0,0,0,0,23515,0,0,0,0,0,0,15320,15715,24615,TwoHatchMuta
3750,1440,5850,5500,0,0,3505,6865,2825,7290,16000,17535,24140,0,25750,27975,30220,26865,0,5110,6695,9215,8615,12625,8590,0,0,0,0,0,0,0,0,0,0,0,0,0,12010,0,28740,0,0,0,0,5190,5570,12695,TwoHatchMuta
2640,1400,3900,3915,0,0,1590,2355,4710,13900,0,0,0,0,0,0,0,0,0,5200,7010,9395,8890,15770,19880,0,0,0,0,0,0,0,0,0,0,0,0,0,9940,10660,0,0,0,0,0,11885,0,12515,TwoHatchMuta
1660,2230,2945,5485,0,0,1910,15065,4145,13770,0,0,0,0,0,0,0,0,0,4600,7300,10575,9200,0,17760,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,14410,0,14825,TwoHatchMuta
3550,1460,4860,7075,0,0,2985,6710,2730,6935,9845,0,0,0,0,0,0,0,0,4845,6380,10250,8270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9920,10315,0,TwoHatchMuta
3385,1340,5170,15685,0,0,2755,5540,2625,17850,0,0,0,0,0,0,0,0,0,4640,6180,8045,8065,0,8125,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,0,0,0,4820,5215,9350,TwoHatchMuta
3075,1335,4970,9535,0,0,3630,7305,2625,0,0,0,0,0,0,0,0,0,0,4865,6395,10060,9115,18315,14170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5210,5595,0,TwoHatchMuta
3210,1375,4805,5050,0,0,3025,13760,2530,11450,24635,24890,0,0,0,0,0,0,0,4525,6210,8895,9215,25045,18605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18300,18825,0,TwoHatchMuta
3365,1425,4635,4845,0,57305,3090,6745,2720,9175,20945,27085,37500,42615,0,0,0,0,0,4645,6170,8615,8025,21550,29820,0,0,0,0,0,0,0,0,0,0,0,0,0,14820,0,0,0,0,0,0,14855,27655,15640,TwoHatchMuta
3515,1405,5220,34275,60990,0,3135,7105,2685,9555,39275,45600,54085,0,0,0,0,0,0,4805,6340,10805,8260,48325,10780,51625,0,52640,54525,0,56360,0,0,0,0,0,0,0,8490,15335,0,0,0,0,0,5060,5445,10675,TwoHatchMuta
3244,1324,4686,4596,0,0,2840,8398,2524,7288,17652,0,0,0,0,0,0,0,0,4502,6096,10222,7968,12314,8266,0,0,0,0,0,0,0,0,0,0,0,0,0,7738,0,0,0,0,0,0,5372,5750,8926,TwoHatchMuta
3452,1370,4740,4748,0,0,2992,10616,2686,7700,13974,0,0,0,0,0,0,0,0,4730,6250,10018,8218,0,11398,0,0,0,0,0,0,0,0,0,0,0,0,0,8076,9044,0,0,0,0,0,6828,7772,8954,TwoHatchMuta
3570,1445,5910,5305,0,0,3010,7445,2795,7110,14425,0,0,0,0,0,0,0,0,4815,6345,8390,8210,0,8260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5115,5525,0,TwoHatchMuta
3430,1410,4975,4805,0,0,3125,7395,2725,6025,0,0,0,0,0,0,0,0,0,4710,6280,9705,8255,11540,0,16810,0,18095,0,0,0,0,0,0,0,0,0,0,16435,0,0,0,0,0,0,16480,0,17155,TwoHatchMuta
2590,1385,3870,3990,0,0,2660,0,4270,8900,0,0,0,0,0,0,0,0,0,5210,6740,11650,8805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11105,0,0,0,0,0,0,0,0,0,TwoHatchMuta
1685,2320,2970,5480,0,0,2085,3675,3550,8255,0,0,0,0,0,0,0,0,0,5100,6670,10740,8725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoHatchMuta
1645,2315,2985,5525,0,0,2040,3735,3610,8495,0,0,0,0,0,0,0,0,0,5045,6845,10575,8700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11735,0,0,0,0,0,0,0,0,0,TwoHatchMuta
2565,1440,3890,4375,0,0,1660,2645,3800,11350,0,0,0,0,0,0,0,0,0,5485,7080,8950,11445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoHatchMuta
2365,1215,3625,0,0,0,3785,0,3405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1690,2290,2940,3225,0,0,1840,0,4580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
2645,1450,4125,4480,0,0,1625,2725,3585,0,0,0,0,0,0,0,0,0,0,4015,5545,10075,7435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7950,0,0,8925,0,0,0,0,0,0,TwoHatchMuta
2675,1220,4055,4005,0,0,1755,0,4615,0,0,0,0,0,0,0,0,0,0,3965,5580,8950,7685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoHatchMuta
4805,1455,6455,10690,0,9020,2870,0,2625,6295,13405,0,0,0,7165,7850,0,12200,0,9405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,5875,9725,4600,0,0,12245,10345,10735,0,HydraMass
3725,1325,9375,0,0,0,1605,0,3090,0,0,0,0,0,5515,6330,6780,8300,0,10915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4830,0,0,5985,0,0,0,0,0,0,HydraRush
4360,1380,5685,7485,0,0,6050,10970,2685,6615,9960,0,0,0,0,0,0,0,0,10990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3735,8390,0,Unknown
3265,1445,4535,10165,0,0,1630,5835,2810,6015,8120,0,0,0,0,0,0,0,0,10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7325,7720,0,Unknown
3070,1450,6980,6805,0,0,3315,0,2640,0,0,0,0,0,4475,5175,8950,5470,0,12080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12755,0,0,HydraRush
3195,1530,4485,5710,0,0,1710,3725,2825,7190,12990,0,0,0,0,0,0,0,0,5035,6675,8580,0,8835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7545,8000,0,TwoHatchMuta
1245,2095,2500,14140,0,0,6995,0,6240,0,0,0,0,0,8750,10135,0,0,11975,8310,0,0,0,0,0,17410,0,0,0,0,0,0,0,0,0,0,0,0,14185,0,0,0,0,0,0,2930,3295,15500,Lurker
1675,2145,2995,0,0,0,2385,8035,5445,0,0,0,0,0,0,0,0,0,0,9600,11165,13235,0,13815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3815,4255,0,TwoHatchMuta
4200,1390,5480,7550,0,0,3020,0,2680,3910,0,0,0,0,8570,9265,11715,9275,0,8290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10755,0,0,12050,0,0,0,5555,6000,11635,HydraMass
3860,1460,5200,5170,0,0,2970,14535,2660,12245,0,0,0,0,0,0,0,0,0,6590,8180,10110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270,4965,0,0,13150,0,0,5430,5895,0,TwoHatchMuta
3080,1435,4510,6570,0,0,4600,0,2635,4415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9350,0,0,0,0,0,0,8030,8430,10850,Unknown
2650,1445,4935,4700,0,0,1610,0,4070,0,0,0,0,0,0,0,0,0,0,4410,7780,10160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6650,7060,0,TwoHatchMuta
3150,1450,4400,9360,0,0,5640,0,2685,5445,13255,0,0,0,6765,7455,0,15200,0,13950,0,0,0,0,0,18220,0,19310,0,0,0,0,0,0,0,0,0,0,7790,8710,0,8720,0,0,0,4130,4540,16045,HydraMass
1730,2120,2985,9945,0,1135,2325,7695,3715,5955,0,0,0,0,0,0,0,0,0,10210,11875,13965,0,14005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4010,4450,0,ThreeHatchMuta
1715,2490,3725,9205,0,0,1990,0,5920,0,0,0,0,0,0,0,0,0,0,3275,4810,6760,0,0,9010,0,0,0,0,0,0,0,0,0,0,0,0,0,6995,7930,0,0,0,0,0,7875,0,8245,TwoHatchMuta
2325,1735,4865,0,0,0,1490,12175,4775,10145,0,0,0,0,0,0,0,0,0,3625,5710,7615,7740,7585,7665,0,0,0,0,0,0,0,0,0,0,0,0,0,6800,0,0,0,0,0,0,7215,13025,7865,TwoHatchMuta
3105,1420,4440,8405,0,0,3515,6035,2660,5590,8140,22200,0,0,17065,17775,19950,18085,0,21590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7130,7790,0,0,0,0,0,3900,4355,16230,HydraMass
1755,2190,3040,6595,0,0,2335,5105,3995,6265,19975,0,0,0,0,0,0,0,0,10420,12525,14390,0,21660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4665,11110,0,ThreeHatchMuta
3090,1405,4440,5585,0,0,3205,0,2530,12970,0,0,0,0,0,0,0,0,0,5895,7455,9335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4080,0,0,4760,0,0,0,7230,8325,0,TwoHatchMuta
3995,1445,5275,0,0,0,4520,11625,2665,3575,0,0,0,0,0,0,0,0,0,6935,8920,12720,12230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9530,0,0,0,0,0,0,5415,5825,10230,ThreeHatchMuta
1555,2180,2830,8145,0,0,6445,0,5055,0,0,0,0,0,7715,8380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3365,3810,0,HydraRush
2430,1400,3720,8220,0,0,6410,0,4900,6125,0,0,0,0,0,0,0,0,0,9510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3245,3735,0,Unknown
3365,1390,4625,4880,0,0,2790,0,2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4715,5090,0,Unknown
3975,1655,5235,0,0,0,1260,0,3290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4745,5265,0,Unknown
4805,1455,6455,10690,0,9020,2870,0,2625,6295,13405,0,0,0,7165,7850,0,12200,0,9405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,5875,9725,4600,0,0,12245,10345,10735,0,HydraMass
3725,1325,9375,0,0,0,1605,0,3090,0,0,0,0,0,5515,6330,6780,8300,0,10915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4830,0,0,5985,0,0,0,0,0,0,HydraRush
2524,1382,3910,0,0,15698,1712,15546,3726,13500,0,0,0,0,0,0,0,0,0,4518,6056,8904,7916,17840,13758,0,0,0,0,0,0,0,0,0,0,0,0,0,7352,9424,0,0,0,0,0,7628,20798,8040,TwoHatchMuta
2480,1332,3782,4066,0,0,2108,0,3516,17008,17292,18502,0,0,0,0,0,0,0,4700,6244,8326,15164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7470,0,0,0,0,0,0,7772,0,8194,TwoHatchMuta
1645,2045,2895,3510,0,0,2200,0,4400,0,0,0,0,0,0,0,0,0,0,5570,7365,10885,10175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6485,9160,0,TwoHatchMuta
3100,1405,4360,6795,0,0,5040,0,2560,4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3820,4345,0,Unknown
3445,1360,4985,6090,0,0,2060,13630,2730,9100,10625,12370,0,0,0,0,0,0,0,4740,6305,0,8195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5685,6385,0,0,10660,0,0,7515,12525,7930,TwoHatchMuta
2555,1420,4820,6020,0,0,1585,2460,3515,10955,12025,0,0,0,0,0,0,0,0,4115,5895,7755,0,0,14485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15480,15835,0,TwoHatchMuta
3895,1395,5175,5425,0,0,2165,0,2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5510,0,0,Unknown
2835,1345,4125,4365,0,0,3025,0,2380,0,0,0,0,0,0,0,0,0,0,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5495,6250,0,Unknown
2925,1370,4360,5160,0,0,3150,14090,2475,9125,11425,0,0,0,0,0,0,0,0,4545,6140,0,8035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,8325,0,0,0,0,0,7980,0,8490,TwoHatchMuta
2505,1455,4245,4180,0,0,1665,2455,3535,0,0,0,0,0,0,0,0,0,0,4685,6225,8115,8185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16970,0,0,0,0,0,0,13895,14280,0,TwoHatchMuta
2620,1400,4470,4790,0,0,2580,0,3795,0,0,0,0,0,0,0,0,0,0,4300,5920,7860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoHatchMuta
2610,1400,4430,4985,0,0,2310,0,3700,9560,0,0,0,0,0,0,0,0,0,4025,5570,7470,9720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoHatchMuta
3435,1345,5010,5215,0,0,2310,0,2870,0,0,0,0,0,0,0,0,0,0,4715,6320,8380,8660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8180,8625,0,TwoHatchMuta
4120,1340,5435,5780,0,0,2765,4485,2700,3700,0,0,0,0,0,0,0,0,0,11380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7720,0,0,0,0,0,0,8135,0,9250,Unknown
2410,1400,3710,5530,0,0,2525,0,3990,0,0,0,0,0,0,0,0,0,0,4795,6785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoHatchMuta
1660,2265,2930,5645,0,0,2005,3795,3655,0,0,0,0,0,0,0,0,0,0,5125,6695,8625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoHatchMuta
2525,1390,4870,4675,0,0,2590,0,3475,10495,12750,0,0,0,0,0,0,0,0,3985,5525,7405,9755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13160,0,0,0,0,0,0,13700,0,14580,TwoHatchMuta
2775,1430,4200,4630,0,0,2755,9665,3670,7650,17300,0,0,0,0,0,0,0,0,4130,5670,9510,7525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8685,13720,0,0,0,0,0,9275,10220,9785,TwoHatchMuta
1715,2180,3030,0,0,0,2370,3315,4285,0,0,0,0,0,0,0,0,0,0,5805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1670,2270,2915,0,0,0,2005,3125,3785,0,0,0,0,0,0,0,0,0,0,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
2170,1395,3435,3555,0,0,2270,0,4090,13110,14670,0,0,0,0,0,0,0,0,4940,6470,0,8340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6995,8030,0,0,0,0,0,8765,9770,9695,TwoHatchMuta
2540,1330,3830,5500,0,0,2340,13305,3545,10980,0,0,0,0,0,0,0,0,0,4410,6085,7995,7960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12805,14040,0,TwoHatchMuta
2270,1345,3540,3560,0,0,2405,0,4130,11195,0,0,0,0,0,0,0,0,0,4530,6300,14205,8985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8570,9275,0,0,13855,0,0,8655,0,9250,TwoHatchMuta
2915,1375,4180,4715,0,0,3000,13295,2540,11610,0,0,0,0,0,0,0,0,0,4260,5980,7915,7895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14615,17565,0,TwoHatchMuta
2330,1395,3740,0,0,0,1595,2470,3615,0,0,0,0,0,0,0,0,0,0,4230,5765,7640,8600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TwoHatchMuta
2790,1440,4280,4915,0,0,2715,0,3675,3770,9650,0,0,0,0,0,0,0,0,4135,5665,7840,7580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ThreeHatchMuta
1620,2060,2875,4810,0,0,2235,3275,3885,7740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
2115,1380,3370,0,0,0,2410,0,3745,0,0,0,0,0,0,0,0,0,0,4285,6075,7930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5140,5515,0,TwoHatchMuta
2372,1338,4878,4532,0,0,1534,2612,3608,14902,0,0,0,0,0,0,0,0,0,4016,5596,11306,7518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7278,7994,0,0,0,0,0,7734,0,8478,TwoHatchMuta
2344,1352,4414,4116,0,0,1530,2408,4018,16124,0,0,0,0,0,0,0,0,0,3726,5308,7720,7144,14554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7294,0,0,0,0,0,0,8136,0,8954,TwoHatchMuta
2488,1396,3876,5938,0,0,2392,0,3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4190,4558,0,Unknown
1666,2236,2932,3314,0,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4140,4512,0,Unknown
2180,1444,3534,3494,0,0,1546,14042,5086,11800,12580,0,0,0,0,0,0,0,0,3458,5750,7674,9114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14628,19956,0,0,0,0,0,6444,6846,15450,TwoHatchMuta
3724,1370,5038,6720,0,0,1544,0,3050,14604,21526,0,0,0,0,0,0,0,0,5458,7022,9812,9422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7428,18956,0,0,0,0,0,4640,4986,8300,TwoHatchMuta
